X,RRC_DJI,RRC_DJV,RRC_S.P,RRC_FTSE,RRC_IMO_FTV,RRC_IMO_STI,RRC_IMO_STIV,SGPRIME,UKPRIME,USPRIME,IMO_USINF,IMO_UKINF,IMO_SGINF,SG.D,P.D
30-Aug-89,-0.624692177,-0.695433353,-0.591867355,-0.547902648,-1.146072079,-0.620151631,-0.286279781,5.5,15,10.5,4.71,7.32,2.61,0.5089,1.577
06-Sep-89,-0.62926372,-0.939086474,-0.59856329,-0.538529226,-0.837578103,-0.518919797,-0.081279647,5.5,15,10.5,4.34,7.56,2.5,0.5062,1.5505
13-Sep-89,-0.651284779,-0.621640594,-0.616514092,-0.527971793,-0.836055128,-0.466985928,-0.055372416,5.5,15,10.5,4.34,7.56,2.5,0.505,1.56
20-Sep-89,-0.648895108,-0.635649415,-0.611717714,-0.559249422,-0.800042596,-0.52264492,-0.312204246,5.5,15,10.5,4.34,7.56,2.5,0.5053,1.5825
27-Sep-89,-0.654817335,-0.856398894,-0.618223693,-0.597335116,-0.915840707,-0.557390944,-0.14982303,5.5,15,10.5,4.34,7.56,2.5,0.5089,1.616
04-Oct-89,-0.601211068,-0.282781853,-0.56199684,-0.616180627,-0.898368107,-0.49369353,-0.281492429,5.5,15,10.5,4.49,7.31,3.06,0.5092,1.6015
11-Oct-89,-0.599969752,-0.757549147,-0.561759395,-0.708237498,-0.702022928,-0.448556375,-0.179217368,5.5,16,10.5,4.49,7.31,3.06,0.5068,1.5465
18-Oct-89,-0.670899762,0.729463555,-0.634084984,-0.75628862,0.106547784,-0.707267212,0.590345548,5.5,16,10.5,4.49,7.31,3.06,0.5112,1.59
25-Oct-89,-0.665633738,-0.230432511,-0.630570806,-0.764379363,-1.066305225,-0.657097874,-0.26504309,5.5,16,10.5,4.49,7.31,3.06,0.5112,1.6145
01-Nov-89,-0.669669382,-0.464441401,-0.636744362,-0.76615538,-0.938575062,-0.65276279,-0.445805821,5.5,16,10.5,4.66,7.73,3.29,0.5099,1.5755
08-Nov-89,-0.681995051,-0.731102694,-0.651228476,-0.723037638,-1.153903333,-0.683108378,-0.592584101,5.5,16,10.5,4.66,7.73,3.29,0.5107,1.5885
15-Nov-89,-0.676953229,-0.828580668,-0.639878629,-0.723432309,-1.044342761,-0.65607401,-0.563394662,5.5,16,10.5,4.66,7.73,3.29,0.5102,1.5815
22-Nov-89,-0.663719814,-0.82735363,-0.633372651,-0.734384412,-0.981803,-0.595186776,-0.540331118,5.5,16,10.5,4.66,7.73,3.29,0.5102,1.565
29-Nov-89,-0.646221084,-1.054442539,-0.625347027,-0.671927822,-0.883319366,-0.489619858,-0.272737321,5.5,16,10.5,4.66,7.73,3.29,0.5125,1.5655
06-Dec-89,-0.619978456,-0.467786407,-0.601840024,-0.575134906,-0.631552047,-0.417295845,-0.376467737,5.5,16,10.5,4.65,7.71,3.28,0.5154,1.576
13-Dec-89,-0.606679421,-0.771570833,-0.581894687,-0.543067936,-0.836708426,-0.371635866,-0.072729437,5.5,16,10.5,4.65,7.71,3.28,0.5243,1.6005
20-Dec-89,-0.646685894,-0.254727224,-0.628956183,-0.568228174,-0.855970314,-0.381220976,-0.205113109,5.5,16,10.5,4.65,7.71,3.28,0.5249,1.6115
27-Dec-89,-0.626742809,-1.280315667,-0.600605312,-0.533595846,-1.146072079,-0.33000599,-0.675384217,5.5,16,10.5,4.65,7.71,3.28,0.5291,1.627
03-Jan-90,-0.580081351,-1.006795503,-0.553353861,-0.466600546,-1.146072079,-0.245940216,-0.675384217,5.5,16,10.5,5.2,7.66,3.96,0.5242,1.6105
10-Jan-90,-0.61239385,-0.589731168,-0.607728647,-0.517019689,-0.465641401,-0.142399242,0.489541161,5.5,16,10,5.2,7.66,3.96,0.5278,1.6645
17-Jan-90,-0.662434751,-0.462768898,-0.654790143,-0.555204051,-0.513011748,-0.221955657,0.492359954,5.5,16,10,5.2,7.66,3.96,0.5297,1.652
24-Jan-90,-0.692308365,-0.272362481,-0.717617952,-0.649234273,-0.47991617,-0.304191545,0.246661588,5.5,16,10,5.2,7.66,3.96,0.5333,1.6517
31-Jan-90,-0.699942186,-0.351315876,-0.694300904,-0.591316392,-0.762013994,-0.261167471,-0.675384217,5.5,16,10,5.2,7.66,3.96,0.5368,1.679
07-Feb-90,-0.672846496,-0.717007033,-0.67212359,-0.620818005,-0.723627535,-0.12542924,1.109623816,5.5,16,10,5.26,7.51,3.95,0.5381,1.6945
14-Feb-90,-0.681470089,-0.82668302,-0.680386658,-0.629796756,-0.851805019,-0.152899295,0.560997169,5.5,16,10,5.26,7.51,3.95,0.5366,1.695
21-Feb-90,-0.703759096,-0.8724308,-0.700996839,-0.66788245,-0.95702761,-0.197077939,0.814519983,5.5,16,10,5.26,7.51,3.95,0.5376,1.713
28-Feb-90,-0.679867861,-0.489072223,-0.680956524,-0.672125157,-1.069215938,-0.18479157,0.570805495,5.5,16,10,5.26,7.51,3.95,0.5359,1.6795
07-Mar-90,-0.656714853,-0.413397898,-0.656927143,-0.696890724,-1.062570607,-0.143749871,-0.106614311,5.5,16,10,5.23,8.1,3.73,0.5338,1.644
14-Mar-90,-0.646735109,-0.58230622,-0.657307054,-0.701034764,-1.111391109,-0.152659667,-0.176965398,5.5,16,10,5.23,8.1,3.73,0.5336,1.61
21-Mar-90,-0.624812481,-0.419245226,-0.643677741,-0.677157204,-1.083863129,-0.136582823,-0.265711404,5.5,16,10,5.23,8.1,3.73,0.5323,1.595
28-Mar-90,-0.61604671,-0.789493953,-0.632945251,-0.652786307,-1.109543566,-0.064890556,-0.048042023,5.5,16,10,5.23,8.1,3.73,0.5304,1.627
04-Apr-90,-0.629493391,-0.770105784,-0.63726674,-0.695608046,-0.813736887,-0.200149531,-0.189027608,5.5,16,10,4.71,9.45,3.71,0.5322,1.641
11-Apr-90,-0.623828177,-1.101303176,-0.633325162,-0.711493529,-1.326848375,-0.245460961,-0.37073249,5.5,16,10,4.71,9.45,3.71,0.5329,1.6425
18-Apr-90,-0.622105646,-1.083360758,-0.639023829,-0.720965619,-1.146072079,-0.219537595,-0.591659185,5.5,16,10,4.71,9.45,3.71,0.5329,1.64
25-Apr-90,-0.658437385,-0.711851221,-0.68029168,-0.782928872,-1.000713273,-0.363902425,-0.566929642,5.5,16,10,4.71,9.45,3.71,0.5329,1.6375
02-May-90,-0.645750805,-0.892843376,-0.6686569,-0.78835559,-0.919090553,-0.384946098,-0.585023916,5.5,16,10,4.36,9.74,3.13,0.5339,1.6425
09-May-90,-0.622105646,-0.859710128,-0.628861205,-0.763590022,-1.146072079,-0.258117663,-0.331181307,5.5,16,10,4.36,9.74,3.13,0.5358,1.6795
16-May-90,-0.57464034,-0.21747383,-0.575958575,-0.705968144,-0.731410936,-0.240799112,-0.327899099,5.5,16,10,4.36,9.74,3.13,0.5397,1.6795
23-May-90,-0.554637103,-0.421665531,-0.550836949,-0.640551525,-0.258851777,-0.134927213,-0.18042761,5.5,16,10,4.36,9.74,3.13,0.5398,1.6935
30-May-90,-0.542442676,-0.846730541,-0.543381193,-0.582534976,-1.146072079,-0.168714727,-0.315591776,5.5,16,10,4.36,9.74,3.13,0.5413,1.696
06-Jun-90,-0.524347895,-0.41562683,-0.523910745,-0.570398861,-0.293470329,-0.182896333,-0.512340431,5.5,16,10,4.67,9.79,2.89,0.5411,1.6885
13-Jun-90,-0.514340808,-0.574702765,-0.524195679,-0.524123757,-0.55335186,-0.217402729,-0.426913017,5.5,16,10,4.67,9.79,2.89,0.5413,1.7118
20-Jun-90,-0.533288652,-0.525444337,-0.551739238,-0.557868076,-0.827343795,-0.215747119,-0.5760371,7,16,10,4.67,9.79,2.89,0.543,1.722
27-Jun-90,-0.551421712,-0.805186533,-0.570544841,-0.555598721,-0.912374483,-0.221411048,-0.462530912,7,16,10,4.67,9.79,2.89,0.5423,1.744
04-Jul-90,-0.524353363,-1.214835569,-0.546705415,-0.573358889,-0.894833223,-0.232303219,-0.478585774,7,16,10,4.82,9.78,2.66,0.5459,1.776
11-Jul-90,-0.512847948,-0.876924043,-0.541624103,-0.568425509,-0.955956118,-0.242258663,-0.550683286,7,16,10,4.82,9.78,2.66,0.551,1.8005
18-Jul-90,-0.486053017,-0.307597615,-0.527424923,-0.527478455,-0.378455245,-0.150241605,-0.068058897,7,16,10,4.82,9.78,2.66,0.5508,1.8155
25-Jul-90,-0.513799441,-0.155153798,-0.561284506,-0.56428147,-0.765274242,-0.160436677,-0.344896112,7,16,10,4.82,9.78,2.66,0.5495,1.809
01-Aug-90,-0.531123184,-0.506781456,-0.568740263,-0.589639043,-1.077011822,-0.168017628,-0.362835275,7,16,10,5.62,10.62,2.77,0.5542,1.8565
08-Aug-90,-0.621001038,1.016576021,-0.650278698,-0.689786657,-0.066809211,-0.564579777,0.09238823,6,16,10,5.62,10.62,2.77,0.5536,1.87
15-Aug-90,-0.613684382,-0.689172724,-0.642158096,-0.68801064,-0.507802009,-0.690754681,-0.130127866,6,16,10,5.62,10.62,2.77,0.5571,1.9
22-Aug-90,-0.716555043,-0.036877286,-0.753804491,-0.820718562,-0.703841344,-0.986542467,-0.33852702,6,16,10,5.62,10.62,2.77,0.5599,1.9265
29-Aug-90,-0.677029786,-0.47979144,-0.717522974,-0.800097034,-1.146072079,-0.915656221,-0.02639362,6,16,10,5.62,10.62,2.77,0.5672,1.945
05-Sep-90,-0.679337431,-1.452596334,-0.716573197,-0.77395012,-1.102284468,-0.820959689,-0.481147964,6,16,10,6.16,10.89,3.65,0.5724,1.9055
12-Sep-90,-0.680693582,-0.939314835,-0.725358642,-0.783718212,-1.02217432,-0.841197342,-0.584612204,6,16,10,6.16,10.89,3.65,0.565,1.86
19-Sep-90,-0.718042435,-0.707308124,-0.753567047,-0.859198926,-0.983896051,-1.007324729,-0.581052329,6,16,10,6.16,10.89,3.65,0.5667,1.8845
26-Sep-90,-0.771511993,-0.248585601,-0.808369233,-0.924122207,-0.50465203,-1.155981074,-0.620436912,6,16,10,6.16,10.89,3.65,0.5667,1.8705
03-Oct-90,-0.755270984,-0.25187432,-0.778261273,-0.838281395,-0.710212039,-1.123239209,-0.546550845,6,16,10,6.29,10.89,3.85,0.5698,1.9015
10-Oct-90,-0.799805253,-0.65054434,-0.830546547,-0.80394507,0.634722577,-1.186696995,-0.767017954,7.5,15,10,6.29,10.89,3.85,0.5777,1.967
17-Oct-90,-0.810763833,-0.385277335,-0.838287237,-0.857028239,-0.837463672,-1.168267443,-0.675384217,7.5,15,10,6.29,10.89,3.85,0.5826,1.9605
24-Oct-90,-0.747145011,-0.214197976,-0.772562605,-0.815094509,-0.921662134,-0.923389662,-0.42937946,7.5,15,10,6.29,10.89,3.85,0.5857,1.9575
31-Oct-90,-0.780983181,-0.696387002,-0.813403056,-0.874492404,-0.94407192,-1.047691113,-0.627497298,7.5,15,10,6.29,10.89,3.85,0.5865,1.947
07-Nov-90,-0.781803434,-1.362721816,-0.803857788,-0.865710988,-0.922223887,-1.146766298,-0.726137802,7.5,15,10,6.27,9.7,3.51,0.5877,1.967
14-Nov-90,-0.716833929,-0.598675843,-0.735521266,-0.878735111,-0.853997937,-1.132933241,-0.712066819,7.5,15,10,6.27,9.7,3.51,0.5839,1.961
21-Nov-90,-0.727929218,-0.587846386,-0.756273914,-0.799505028,-0.604723137,-1.106443482,-0.639226309,7.5,15,10,6.27,9.7,3.51,0.5846,1.97
28-Nov-90,-0.730236863,-1.244374544,-0.747156046,-0.78174486,-0.452465171,-1.130754807,-0.72765252,7.5,15,10,6.27,9.7,3.51,0.5874,1.971
05-Dec-90,-0.689082036,-0.309345702,-0.690311837,-0.77355545,-0.462491423,-1.11245596,-0.622727181,6.5,15,10,6.11,9.34,3.72,0.5819,1.926
12-Dec-90,-0.682585633,-0.466467703,-0.689029637,-0.769312743,-0.5836678,-0.980726048,-0.423199947,6.5,15,10,6.11,9.34,3.72,0.5836,1.949
19-Dec-90,-0.680146747,-0.772918484,-0.688982148,-0.747803206,-0.388240151,-1.004797745,-0.563536368,6.5,15,10,6.11,9.34,3.72,0.579,1.932
26-Dec-90,-0.674470596,-1.034919283,-0.68589537,-0.769904748,-1.146072079,-1.008501084,-0.675384217,6.5,15,9.75,6.11,9.34,3.72,0.5711,1.8825
02-Jan-91,-0.688950796,-1.44795353,-0.706790484,-0.797531676,-1.146072079,-1.048714978,-0.675384217,6.5,15,9.75,5.65,8.95,3.27,0.5754,1.9435
09-Jan-91,-0.765693665,-0.879973145,-0.777833872,-0.796939671,-1.147644987,-1.018630802,-0.740507516,6.5,15,9.5,5.65,8.95,3.27,0.5682,1.8975
16-Jan-91,-0.744574885,-1.017171454,-0.755609069,-0.870052362,-1.213669697,-1.058300088,-0.675384217,6.5,15,9.5,5.65,8.95,3.27,0.5661,1.906
23-Jan-91,-0.684346442,0.096036843,-0.688934659,-0.844694789,-0.765270081,-0.946807829,-0.449518891,6.5,15,9.5,5.65,8.95,3.27,0.5777,1.959
30-Jan-91,-0.632922048,-0.306853029,-0.63812154,-0.77355545,-0.419517313,-0.841850873,-0.305716428,6.5,15,9.5,5.65,8.95,3.27,0.578,1.9605
06-Feb-91,-0.568482974,0.243556426,-0.556630595,-0.731917722,-0.110247286,-0.759658553,-0.675384217,6.5,15,9,5.31,8.9,3.91,0.5857,2.004
13-Feb-91,-0.525709515,0.161738869,-0.504630253,-0.659890374,-0.213653541,-0.678882215,-0.092843973,6.5,14.5,9,5.31,8.9,3.91,0.5848,1.982
20-Feb-91,-0.531254425,-0.279621787,-0.523055945,-0.63127677,-0.14501564,-0.517351325,0.617283018,6.5,14.5,9,5.31,8.9,3.91,0.5804,1.9485
27-Feb-91,-0.536668095,-0.240567236,-0.510708832,-0.580758959,-0.434620149,-0.417252276,0.328347208,6.5,14,8.875,5.31,8.9,3.91,0.5795,1.918
06-Mar-91,-0.490646434,0.015304806,-0.470675693,-0.470349915,0.304963127,-0.273867742,-0.675384217,6.5,14,8.875,4.9,8.24,3.82,0.5742,1.894
13-Mar-91,-0.500533216,-0.816254,-0.478273916,-0.481894024,-0.248871297,-0.326106592,1.031132316,6.5,14,8.875,4.9,8.24,3.82,0.5727,1.8625
20-Mar-91,-0.546008042,-0.036365886,-0.509854032,-0.488800756,-0.379514254,-0.381656663,0.258448047,6.5,14,8.875,4.9,8.24,3.82,0.565,1.7875
27-Mar-91,-0.521105161,-0.399270073,-0.474569782,-0.465712537,-0.573042345,-0.353750922,-0.212075833,6.5,13.5,8.875,4.9,8.24,3.82,0.5587,1.7385
03-Apr-91,-0.51609615,-0.930455394,-0.457521268,-0.411938695,-1.146072079,-0.319832702,-0.240453338,6.5,13.5,8.875,4.89,6.39,3.8,0.5659,1.7725
10-Apr-91,-0.544662827,-0.691483673,-0.485017339,-0.412234698,-0.40030952,-0.380632799,-0.675384217,6.5,13.5,8.875,4.89,6.39,3.8,0.5693,1.7735
17-Apr-91,-0.473596108,-0.102542324,-0.402861549,-0.386383787,-0.664125402,-0.264391554,-0.441089322,6.5,13,8.875,4.89,6.39,3.8,0.5703,1.7875
24-Apr-91,-0.503639241,-0.398451512,-0.43938051,-0.442032313,-0.905770764,-0.213960803,-0.178051169,6.5,13,9,4.89,6.39,3.8,0.5631,1.6985
01-May-91,-0.5142041,-0.55268362,-0.451110267,-0.422496129,-0.903392676,-0.176339246,-0.246431782,6.5,13,8.75,4.95,5.78,3.9,0.5696,1.7225
08-May-91,-0.513821315,-0.774960867,-0.459563291,-0.407695989,-1.146072079,-0.243413233,-0.489458806,6.5,13,8.5,4.95,5.78,3.9,0.5647,1.7205
15-May-91,-0.549649965,-0.481589381,-0.506767254,-0.470843253,-0.781827233,-0.264652966,-0.636503264,6.5,13,8.5,4.95,5.78,3.9,0.5669,1.7535
22-May-91,-0.525064249,-0.831703745,-0.470580715,-0.464429859,-0.88153424,-0.239317777,-0.573863642,6.5,13,8.5,4.95,5.78,3.9,0.5642,1.7285
29-May-91,-0.492658788,-0.926957611,-0.439238043,-0.437789607,-1.146072079,-0.185815435,-0.36703474,6.5,12.5,8.5,4.95,5.78,3.9,0.5666,1.728
05-Jun-91,-0.473103957,-0.283111529,-0.428315597,-0.409570673,-0.892788026,-0.167364097,-0.470474085,6.5,12.5,8.5,4.7,5.84,3.89,0.5647,1.693
12-Jun-91,-0.496825673,-0.81009951,-0.468396226,-0.410853352,-0.85441405,-0.202698299,-0.648732074,6.5,12.5,8.5,4.7,5.84,3.89,0.5596,1.6445
19-Jun-91,-0.500369166,-0.655370475,-0.475804493,-0.44588035,-1.059220894,-0.26286665,-0.678007686,6.5,12.5,8.5,4.7,5.84,3.89,0.5596,1.635
26-Jun-91,-0.52359873,-0.401788477,-0.492425607,-0.492648792,-1.042393269,-0.288201839,-0.647763114,6.5,12.5,8.5,4.7,5.84,3.89,0.5658,1.638
03-Jul-91,-0.511743341,-0.643143514,-0.484162539,-0.481894024,-0.722449934,-0.322751804,-0.626053433,7,12.5,8.5,4.45,5.52,4,0.5647,1.6065
10-Jul-91,-0.506242177,-1.212293043,-0.472717715,-0.422496129,-0.941883163,-0.345756068,-0.50240189,7,12.5,8.5,4.45,5.52,4,0.57,1.6225
17-Jul-91,-0.487649776,-0.83555211,-0.446883756,-0.370596971,-0.4231375,-0.391895303,-0.667575089,7,12,8.5,4.45,5.52,4,0.5708,1.65
24-Jul-91,-0.494496154,-0.619767069,-0.458945935,-0.351356789,-0.566436545,-0.290946666,-0.407508924,7,12,8.5,4.45,5.52,4,0.5727,1.6923
31-Jul-91,-0.462462541,-0.853291898,-0.415398618,-0.343167378,-0.493708248,-0.33116056,-0.561629087,7,12,8.5,4.45,5.52,4,0.5736,1.6865
07-Aug-91,-0.461478238,-0.705146736,-0.402339171,-0.334681965,-0.771647019,-0.368891039,-0.639858239,7,12,8.5,3.8,4.68,3.66,0.5794,1.7125
14-Aug-91,-0.47309302,-0.617813136,-0.405473438,-0.323433858,-0.745182208,-0.437468145,-0.592371543,7,12,8.5,3.8,4.68,3.66,0.5811,1.6855
21-Aug-91,-0.475061627,-0.018222445,-0.402196704,-0.330241923,-0.244891173,-0.630520978,-0.231857169,7,12,8.5,3.8,4.68,3.66,0.5799,1.6915
28-Aug-91,-0.445827811,-0.851690155,-0.373465922,-0.308239048,-1.146072079,-0.53303605,-0.47226647,7,12,8.5,3.8,4.68,3.66,0.5814,1.6885
04-Sep-91,-0.471386894,-1.222699549,-0.405141016,-0.268377337,-0.839098997,-0.454133166,-0.533776276,7,12,8.5,3.39,4.1,3.1,0.5821,1.695
11-Sep-91,-0.48308917,-0.560407689,-0.428315597,-0.305871025,-0.963238102,-0.472628072,-0.673861839,7,11.5,8.5,3.39,4.1,3.1,0.5872,1.728
18-Sep-91,-0.466257578,-0.73225254,-0.419530152,-0.348298093,-0.188374654,-0.54362324,-0.609868355,7,11.5,8,3.39,4.1,3.1,0.5908,1.7305
25-Sep-91,-0.464540515,-0.443255292,-0.419815085,-0.334287294,-0.453761364,-0.560789301,-0.771347634,7,11.5,8,3.39,4.1,3.1,0.5907,1.735
02-Oct-91,-0.469188616,-0.900435575,-0.413261617,-0.288505528,-0.515780983,-0.605272926,-0.626340674,7,11.5,8,2.92,3.68,2.33,0.5931,1.7495
09-Oct-91,-0.505378177,-0.363784064,-0.467683892,-0.347804755,-1.070605756,-0.644593662,-0.686109799,7,11.5,8,2.92,3.68,2.33,0.5889,1.72
16-Oct-91,-0.442284318,-0.551794299,-0.391701658,-0.352836803,-0.742442101,-0.57653938,-0.582706838,7.25,11.5,8,2.92,3.68,2.33,0.59,1.708
23-Oct-91,-0.453658492,-0.489930989,-0.414781262,-0.370498303,-0.724153918,-0.458141485,-0.675384217,7.25,11.5,8,2.92,3.68,2.33,0.5889,1.6995
30-Oct-91,-0.436783154,-0.622422168,-0.390941836,-0.354711487,-0.580361779,-0.506241311,-0.411020925,7.25,11.5,8,2.92,3.68,2.33,0.5907,1.7425
06-Nov-91,-0.455003707,-0.86015881,-0.405141016,-0.397039888,-0.760012489,-0.416293765,-0.520802554,7.25,11.5,7.5,2.99,4.31,2.55,0.5956,1.7725
13-Nov-91,-0.440326647,-0.749350666,-0.369809277,-0.384903773,-0.434555651,-0.353946981,0.161080978,7.25,11.5,7.5,2.99,4.31,2.55,0.5958,1.773
20-Nov-91,-0.514313467,-0.118373207,-0.459468313,-0.457819129,-0.198627687,-0.417687963,-0.273876711,7.25,11.5,7.5,2.99,4.31,2.55,0.6011,1.7965
27-Nov-91,-0.530718526,-0.538756817,-0.468871115,-0.482584697,-0.450197353,-0.388823711,-0.678522805,7.25,11.5,7.5,2.99,4.31,2.55,0.5995,1.7685
04-Dec-91,-0.524320553,-1.108424179,-0.452155023,-0.505968918,-0.539755355,-0.427948388,-0.755616398,7.25,11.5,7.5,3.06,4.46,2.96,0.6019,1.781
11-Dec-91,-0.549639029,-0.534265182,-0.463409892,-0.548987992,-0.381904825,-0.462171588,-0.748343453,7.25,11.5,7.5,3.06,4.46,2.96,0.6048,1.806
18-Dec-91,-0.52628916,-0.619365025,-0.43596131,-0.516033013,-0.257464039,-0.428514781,-0.664896088,7.25,11.5,7.5,3.06,4.46,2.96,0.6073,1.831
25-Dec-91,-0.448146392,-0.348774959,-0.360691409,-0.544843953,-1.146072079,-0.412721133,-0.675384217,6.5,11.5,6.5,3.06,4.46,2.96,0.6139,1.8725
01-Jan-92,-0.383729191,-0.700466944,-0.27635113,-0.437592271,-1.146072079,-0.31410342,-0.675384217,6.5,11.5,6.5,2.6,4.15,2.85,0.6171,1.8695
08-Jan-92,-0.364535271,-0.075428478,-0.271554751,-0.463245847,-0.375180433,-0.305716449,-0.516666282,6.5,11.5,6.5,2.6,4.15,2.85,0.6169,1.88
15-Jan-92,-0.334678063,-0.112923099,-0.258875216,-0.394178527,-0.15188151,-0.273584546,-0.486519372,6.5,11.5,6.5,2.6,4.15,2.85,0.6064,1.748
22-Jan-92,-0.336154518,0.13064318,-0.271412285,-0.409077335,-0.0174436,-0.203874653,-0.204714802,5.75,11.5,6.5,2.6,4.15,2.85,0.6127,1.805
29-Jan-92,-0.352997046,-0.199327173,-0.308406135,-0.384903773,-0.48549209,-0.222325991,-0.571100383,5.75,11.5,6.5,2.6,4.15,2.85,0.6107,1.796
05-Feb-92,-0.335170214,-0.334655174,-0.291785021,-0.384311767,-0.238888737,-0.237270049,-0.719569556,5.75,11.5,6.5,2.82,4.13,1.78,0.6116,1.816
12-Feb-92,-0.324670976,-0.329211499,-0.276161174,-0.407399986,-0.590340178,-0.247879023,-0.475422292,5.75,11.5,6.5,2.82,4.13,1.78,0.6124,1.7875
19-Feb-92,-0.350098819,-0.729021715,-0.318283825,-0.394573198,-0.129511255,-0.269401952,-0.4595302,5.75,11.5,6.5,2.82,4.13,1.78,0.6085,1.754
26-Feb-92,-0.321116546,-0.337585271,-0.284614198,-0.366650267,-0.179055795,-0.327783987,-0.353827395,5.75,11.5,6.5,2.82,4.13,1.78,0.6079,1.7551
04-Mar-92,-0.329155026,-0.60254833,-0.313202513,-0.373162329,-0.079600536,-0.381155623,-0.553408247,5.75,11.5,6.5,3.19,4.03,2.1,0.6068,1.7243
11-Mar-92,-0.361965145,-0.676910383,-0.338371628,-0.408682665,-0.379335325,-0.407841441,-0.678631956,5.75,11.5,6.5,3.19,4.03,2.1,0.5958,1.714
18-Mar-92,-0.336974771,-0.776660709,-0.314057313,-0.46561387,-0.367099511,-0.420541712,-0.66031172,5.75,11.5,6.5,3.19,4.03,2.1,0.6057,1.7272
25-Mar-92,-0.334185911,-0.463955732,-0.321798003,-0.465416535,-0.357200174,-0.403506357,-0.692655066,5.75,11.5,6.5,3.19,4.03,2.1,0.6039,1.7313
01-Apr-92,-0.339708948,-0.865732747,-0.33742185,-0.520966393,-0.26752566,-0.525171903,-0.667971482,5.75,11.5,6.5,3.18,4.28,2.19,0.6024,1.726
08-Apr-92,-0.376839066,-0.341031592,-0.383628546,-0.536161204,-0.15268877,-0.589305004,-0.675384217,5.5,11.5,6.5,3.18,4.28,2.19,0.6061,1.749
15-Apr-92,-0.282564656,-0.415030197,-0.28019773,-0.292452232,1.146032294,-0.524060902,-0.67191626,5.5,11.5,6.5,3.18,4.28,2.19,0.6044,1.755
22-Apr-92,-0.290767186,-0.728876979,-0.310923046,-0.324420534,-1.146072079,-0.50493425,-0.675384217,5.5,11.5,6.5,3.18,4.28,2.19,0.6033,1.7625
29-Apr-92,-0.293829464,-0.416795974,-0.300428,-0.268081335,-0.110908907,-0.431172471,-0.654637751,5.5,11.5,6.5,3.18,4.28,2.19,0.6046,1.7725
06-May-92,-0.274034025,-0.589433656,-0.277775797,-0.234731686,-1.146072079,-0.352095312,-0.675384217,5.5,11,6.5,3.02,4.34,2.4,0.6059,1.7972
13-May-92,-0.261675547,-0.815377544,-0.279390419,-0.213222149,0.320005625,-0.377670128,-0.649589968,5.5,11,6.5,3.02,4.34,2.4,0.6146,1.825
20-May-92,-0.260691243,-0.431888705,-0.284424242,-0.221707563,-0.055555424,-0.352944901,-0.675384217,5.5,11,6.5,3.02,4.34,2.4,0.6138,1.831
27-May-92,-0.273432506,-0.779616536,-0.299715667,-0.234830353,-1.146072079,-0.279597024,-0.550853716,5.5,11,6.5,3.02,4.34,2.4,0.6118,1.794
03-Jun-92,-0.253473017,-0.45437422,-0.288223354,-0.252294519,-0.378012084,-0.263955867,-0.428167303,5.5,11,6.5,3.09,3.88,2.18,0.6139,1.8195
10-Jun-92,-0.288361111,-0.496865443,-0.323080204,-0.296497603,-0.520919983,-0.26898805,-0.67593572,5.5,11,6.5,3.09,3.88,2.18,0.6148,1.833
17-Jun-92,-0.318655788,-0.393372892,-0.346777163,-0.333695289,-0.414937986,-0.255852092,-0.675384217,5.5,11,6.5,3.09,3.88,2.18,0.6163,1.856
24-Jun-92,-0.317069965,-0.16473531,-0.339321406,-0.398618569,-0.347182244,-0.318438504,-0.506486458,5.5,11,6.5,3.09,3.88,2.18,0.6175,1.8805
01-Jul-92,-0.282400606,-0.600467351,-0.296343955,-0.436802931,0.003420325,-0.312992419,-0.589855311,5.5,11,6.5,3.16,3.74,2.49,0.6182,1.906
