X,RRC_DJI,RRC_DJV,RRC_S.P,RRC_FTSE,RRC_IMO_FTV,RRC_IMO_STI,RRC_IMO_STIV,SGPRIME,UKPRIME,USPRIME,IMO_USINF,IMO_UKINF,IMO_SGINF,SG.D,P.D
08-Jul-92,-0.31565913,-0.565843324,-0.308691068,-0.457819129,-0.623974622,-0.351528919,-0.727275277,5.5,11,6,3.16,3.74,2.49,0.6194,1.9305
15-Jul-92,-0.287158073,-0.664199361,-0.276303641,-0.444203001,-0.307501672,-0.334907466,-0.492999531,5.5,11,6,3.16,3.74,2.49,0.6207,1.922
22-Jul-92,-0.324233508,-0.558709455,-0.30560429,-0.541390587,-0.314303046,-0.431303177,-0.615337425,5.25,11,6,3.16,3.74,2.49,0.62,1.9065
29-Jul-92,-0.268675039,-0.593198396,-0.251941837,-0.506560924,0.280399954,-0.44722753,-0.61212224,5.25,11,6,3.16,3.74,2.49,0.6195,1.921
05-Aug-92,-0.276385417,-0.781525441,-0.252131793,-0.536555874,-0.356238952,-0.420127809,-0.683731443,5.25,11,6,3.15,3.58,2.28,0.6207,1.907
12-Aug-92,-0.300610222,-0.649289962,-0.273074396,-0.625060711,0.009580884,-0.585253116,-0.675384217,5.25,11,6,3.15,3.58,2.28,0.6213,1.93
19-Aug-92,-0.308123739,-0.919643628,-0.27117484,-0.565465481,-0.465938922,-0.703149972,-0.44148763,5.25,11,6,3.15,3.58,2.28,0.6211,1.9365
26-Aug-92,-0.341076036,-0.62248167,-0.293352155,-0.642919547,-0.23445713,-0.57588585,-0.578271835,5.25,11,6,3.15,3.58,2.28,0.625,1.9868
02-Sep-92,-0.317277763,-0.844887571,-0.272124618,-0.615292619,-1.146072079,-0.58762761,-0.695207682,5.25,11,6,2.99,3.57,2.18,0.6276,2.0025
09-Sep-92,-0.327623887,-1.00521145,-0.279817819,-0.600985817,-0.260243676,-0.580220934,-0.678677915,5.25,11,6,2.99,3.57,2.18,0.6277,1.973
16-Sep-92,-0.301474222,-0.262483457,-0.262911772,-0.550862676,0.538879182,-0.581898328,-0.704615785,5.25,11,6,2.99,3.57,2.18,0.6238,1.7855
23-Sep-92,-0.323631989,-0.446455562,-0.274689019,-0.351356789,3.2240713,-0.664047079,-0.697561144,5,10,6,2.99,3.57,2.18,0.624,1.713
30-Sep-92,-0.327459836,-0.414205203,-0.272979418,-0.378490379,0.521163155,-0.618496021,-0.539996003,5,10,6,2.99,3.57,2.18,0.6285,1.7775
07-Oct-92,-0.392773847,-0.239499407,-0.337326872,-0.413912047,0.34149372,-0.6605398,-0.740417514,5,10,6,3.2,3.55,2.49,0.6275,1.712
14-Oct-92,-0.369128688,-0.61981049,-0.313012558,-0.35707951,-0.171740521,-0.655790814,-0.669589607,5,10,6,3.2,3.55,2.49,0.6209,1.707
21-Oct-92,-0.373722105,0.270293958,-0.283094553,-0.287025514,0.578014645,-0.658274229,-0.532606247,5,9,6,3.2,3.55,2.49,0.6188,1.6075
28-Oct-92,-0.338560593,-0.207530478,-0.261914505,-0.282388137,0.207638369,-0.529376281,-0.675384217,5,9,6,3.2,3.55,2.49,0.6173,1.572
04-Nov-92,-0.354068843,-0.409454651,-0.276256152,-0.241638418,0.220512916,-0.4649382,0.304690032,5,9,6,3.05,3.02,2.48,0.6144,1.5395
11-Nov-92,-0.344630465,-0.302551159,-0.252084304,-0.23660637,0.367792086,-0.420498143,1.391866908,5,9,6,3.05,3.02,2.48,0.6111,1.5145
18-Nov-92,-0.362621348,-0.52209129,-0.248997526,-0.229502303,0.158468331,-0.461735901,0.126979716,5,8,6,3.05,3.02,2.48,0.6119,1.5255
25-Nov-92,-0.330412747,-0.042721397,-0.218889566,-0.223976917,-0.031826559,-0.468576185,0.147839164,5,8,6,3.05,3.02,2.48,0.6127,1.53
02-Dec-92,-0.319497914,-0.72200846,-0.215565343,-0.170203075,0.259698313,-0.381220976,0.311562754,5,8,6,2.9,2.58,1.74,0.612,1.552
09-Dec-92,-0.298969716,-0.287366762,-0.188211739,-0.183424534,0.436652608,-0.409867385,-0.361360771,5,8,6,2.9,2.58,1.74,0.6103,1.5685
16-Dec-92,-0.336482619,-0.365294141,-0.207824653,-0.201086034,0.170606358,-0.388344456,-0.355208067,5,8,6,2.9,2.58,1.74,0.6106,1.5745
23-Dec-92,-0.30456931,0.28530628,-0.172160492,-0.107746485,0.890264044,-0.324211355,-0.250173576,5,8,6,2.9,2.58,1.74,0.6113,1.5262
30-Dec-92,-0.300446171,-1.100508737,-0.173157759,-0.102714437,-1.146072079,-0.266700694,-0.675384217,5,8,6,2.9,2.58,1.74,0.6098,1.512
06-Jan-93,-0.309162726,-0.556181403,-0.193577984,-0.109127831,-1.146072079,-0.167015548,-0.675384217,5,8,6,3.26,1.7,2.56,0.6024,1.5405
13-Jan-93,-0.331911076,0.272259149,-0.20065383,-0.188752584,0.226405082,-0.222086363,-0.300415872,5,8,6,3.26,1.7,2.56,0.603,1.5475
20-Jan-93,-0.343728187,0.436280224,-0.199039207,-0.185397886,-0.040866622,-0.123577571,-0.372239548,5,8,6,3.26,1.7,2.56,0.6038,1.543
27-Jan-93,-0.316692649,0.63764636,-0.17652947,-0.102714437,0.756138219,-0.069312777,-0.675384217,5,7,6,3.26,1.7,2.56,0.6112,1.5125
03-Feb-93,-0.271633418,0.109145085,-0.133362064,-0.061964718,0.824765718,0.005886769,-0.066787376,5,7,6,3.25,1.83,2.26,0.6068,1.4355
10-Feb-93,-0.250509169,0.338313366,-0.137968487,-0.118599921,0.452548139,-0.019579126,-0.097870692,5,7,6,3.25,1.83,2.26,0.607,1.426
17-Feb-93,-0.305318474,-0.181687092,-0.199371629,-0.120967943,0.2765301,-0.039925701,0.038421374,5,7,6,3.25,1.83,2.26,0.6088,1.4464
24-Feb-93,-0.281088201,0.465807942,-0.163422535,-0.118007915,-0.064868042,0.093133056,0.356291936,5,7,6,3.25,1.83,2.26,0.6097,1.4295
03-Mar-93,-0.255091649,-0.228473753,-0.123579351,-0.017761633,0.158308127,0.037386926,0.593093488,5,7,6,3.09,1.9,2.57,0.6088,1.45
10-Mar-93,-0.214461785,0.07870714,-0.090004702,0.019830722,0.385331265,0.072045813,0.745980429,5,7,6,3.09,1.9,2.57,0.6062,1.4343
17-Mar-93,-0.242678488,-0.485871953,-0.128090796,-0.046079235,0.138632206,0.060434759,0.139131929,5,7,6,3.09,1.9,2.57,0.6077,1.452
24-Mar-93,-0.232485477,0.155039209,-0.12923053,-0.074988841,0.400375844,0.037386926,-0.148434698,5,7,6,3.09,1.9,2.57,0.6085,1.476
31-Mar-93,-0.238101476,-0.084067599,-0.112134527,-0.057130006,0.642433158,0.072786481,-0.675384217,5,7,6,3.09,1.9,2.57,0.6103,1.513
07-Apr-93,-0.258930433,0.708714869,-0.1545896,-0.112975867,0.174372184,0.188025646,1.597175347,5,7,6,3.23,1.3,2.25,0.6158,1.5135
14-Apr-93,-0.226869478,-0.291695972,-0.126428685,-0.093242347,-1.146072079,0.160599161,-0.675384217,5,7,6,3.23,1.3,2.25,0.6144,1.5515
21-Apr-93,-0.235733679,0.17303148,-0.1503156,-0.066108757,0.087369119,0.294463938,2.538334174,5,7,6,3.23,1.3,2.25,0.6175,1.5415
28-Apr-93,-0.249918587,0.383178257,-0.17695687,-0.137445432,0.350026125,0.315943299,-0.675384217,5,7,6,3.23,1.3,2.25,0.6182,1.5735
05-May-93,-0.23045125,-0.198955684,-0.146089088,-0.138234773,-1.146072079,0.31655326,1.042593236,4.75,7,6,3.22,1.29,2.03,0.6205,1.566
12-May-93,-0.212290849,-0.155567099,-0.144759399,-0.074791506,0.399412541,0.421945903,-0.675384217,4.75,7,6,3.22,1.29,2.03,0.6194,1.532
19-May-93,-0.202600927,-0.196448538,-0.131604975,-0.11534389,0.353321743,0.526576095,-0.675384217,4.75,7,6,3.22,1.29,2.03,0.6192,1.542
26-May-93,-0.180656425,-0.311827117,-0.103728993,-0.088506303,0.441073813,0.509213975,2.623972232,4.75,7,6,3.22,1.29,2.03,0.6223,1.5485
02-Jun-93,-0.173388984,-0.856934417,-0.101781948,-0.072620819,-1.146072079,0.556420642,-0.675384217,4.75,7,6,3,1.22,2.14,0.6248,1.5405
09-Jun-93,-0.196093586,-0.6569883,-0.140105487,-0.068772783,0.062556278,0.500217042,-0.675384217,4.75,7,6,3,1.22,2.14,0.6211,1.5155
16-Jun-93,-0.1962467,-0.406630694,-0.132269819,-0.052887299,0.123196481,0.385086798,1.264396973,4.75,7,6,3,1.22,2.14,0.6184,1.5015
23-Jun-93,-0.220766796,-0.248796272,-0.152405111,-0.035423134,0.235931998,0.340319976,0.675353591,4.75,7,6,3,1.22,2.14,0.6134,1.4725
30-Jun-93,-0.19382422,-0.485301051,-0.117548261,-0.036113807,-0.22862114,0.365742303,0.796040806,4.75,7,6,3,1.22,2.14,0.6156,1.4915
07-Jul-93,-0.215921835,-0.791756656,-0.154114711,-0.087124956,-0.044526339,0.365110557,0.1230043,4.75,7,6,2.78,1.37,2.13,0.6167,1.4925
14-Jul-93,-0.179349489,-0.253448724,-0.119685262,-0.102911772,0.134604229,0.30546503,-0.029216242,4.75,7,6,2.78,1.37,2.13,0.6158,1.5025
21-Jul-93,-0.172322655,-0.142188684,-0.133457042,-0.120869275,0.913433237,0.372037977,-0.146941044,4.75,7,6,2.78,1.37,2.13,0.6186,1.515
28-Jul-93,-0.173388984,-0.17991649,-0.133409553,-0.051703288,0.456022686,0.347073122,0.557540701,4.75,7,6,2.78,1.37,2.13,0.6201,1.495
04-Aug-93,-0.174154553,-0.209005176,-0.126998552,0.004635912,0.715361188,0.488388144,0.146559984,4.75,7,6,2.77,1.73,2.23,0.6186,1.4995
11-Aug-93,-0.157038607,-0.426657309,-0.117880684,0.068572517,0.592487069,0.579925946,-0.675384217,4.75,7,6,2.77,1.73,2.23,0.6214,1.4705
18-Aug-93,-0.14527618,-0.116309917,-0.09138188,0.135173147,0.813536899,0.689501183,0.232161658,4.75,7,6,2.77,1.73,2.23,0.6229,1.5165
25-Aug-93,-0.119449147,0.140633169,-0.071958921,0.140698532,0.436529855,0.743286722,1.146840686,4.75,7,6,2.77,1.73,2.23,0.6217,1.4805
01-Sep-93,-0.123271526,-0.459063661,-0.057617275,0.146421253,-1.146072079,0.82321347,2.063361887,4.75,7,6,2.69,1.79,2.13,0.6229,1.504
08-Sep-93,-0.153987266,-0.82132297,-0.088485057,0.097482123,0.103139816,0.858460534,2.492373685,4.75,7,6,2.69,1.79,2.13,0.624,1.5415
15-Sep-93,-0.129532791,-0.413147023,-0.064978053,0.052095027,0.387378543,0.798313968,2.759010012,4.75,7,6,2.69,1.79,2.13,0.6258,1.545
22-Sep-93,-0.176905135,0.197628531,-0.090622057,0.069953863,0.41052693,0.729954705,2.847537715,4.75,7,6,2.69,1.79,2.13,0.6276,1.5178
29-Sep-93,-0.16636215,-0.447552338,-0.072053899,0.092252741,0.117514452,0.772020268,2.010708681,4.75,7,6,2.69,1.79,2.13,0.6301,1.5112
06-Oct-93,-0.148486103,-0.368923794,-0.069062099,0.162010734,0.627904559,0.880593425,4.060847897,4.75,7,6,2.75,1.36,2.22,0.6418,1.525
13-Oct-93,-0.146189395,-0.523310288,-0.065500431,0.142375881,0.075790764,0.912747113,3.894667438,4.75,7,6,2.75,1.36,2.22,0.6388,1.5223
20-Oct-93,-0.123271526,0.26070923,-0.043750517,0.216771252,0.571687642,1.004154209,3.025512292,4.75,7,6,2.75,1.36,2.22,0.6337,1.4939
27-Oct-93,-0.112575427,-0.04496641,-0.050683896,0.2147979,0.343480662,1.029358692,3.604963738,4.75,7,6,2.75,1.36,2.22,0.6343,1.4805
03-Nov-93,-0.114101098,0.248406684,-0.05823463,0.222691308,0.436544419,1.072970943,4.705125826,4.75,7,6,2.68,1.36,2.32,0.6301,1.4825
10-Nov-93,-0.113182414,-0.069243434,-0.054910407,0.159741379,1.047332281,0.971848031,2.560468972,4.75,7,6,2.68,1.36,2.32,0.6283,1.4785
17-Nov-93,-0.090871533,0.259396958,-0.049734118,0.180954913,0.576017301,1.00561376,-0.675384217,4.75,7,6,2.68,1.36,2.32,0.6275,1.481
24-Nov-93,-0.100041962,0.101980662,-0.061368897,0.12885842,-1.146072079,0.971368775,1.041375333,4.75,6.5,6,2.68,1.36,2.32,0.6264,1.488
01-Dec-93,-0.094847026,-0.773629298,-0.063600875,0.292646636,1.31825538,1.026308884,1.438871039,4.75,6.5,6,2.75,1.94,2.62,0.625,1.4775
08-Dec-93,-0.074368043,-0.380108658,-0.042705761,0.336257716,1.218579581,1.14220158,-0.675384217,4.75,6.5,6,2.75,1.94,2.62,0.6264,1.497
15-Dec-93,-0.083997813,-0.204722603,-0.06383832,0.337639062,0.792325519,1.386251555,4.540366253,4.75,6.5,6,2.75,1.94,2.62,0.6272,1.4785
22-Dec-93,-0.059242578,0.033773098,-0.037814405,0.413514446,0.986964633,1.392155112,4.468195972,4.75,6.5,6,2.75,1.94,2.62,0.6279,1.497
29-Dec-93,-0.041667291,-0.975017948,-0.022333025,0.518398105,-1.146072079,1.72523769,5.152557437,4.75,6.5,6,2.75,1.94,2.62,0.624,1.4755
05-Jan-94,-0.039212,-0.059452859,-0.03672216,0.436701332,-1.146072079,1.736434841,5.224758357,4.75,6.5,6,2.52,2.47,2.2,0.6245,1.488
12-Jan-94,-0.011974133,0.4321054,-0.005284511,0.429597265,1.117409935,1.36244127,4.513708365,4.75,6.5,6,2.52,2.47,2.2,0.6229,1.5035
19-Jan-94,0.007569762,-0.10682972,-0.004667155,0.531323561,1.305050022,1.456092153,2.21926486,4.75,6.5,6,2.52,2.47,2.2,0.6223,1.4925
26-Jan-94,0.020491481,0.300981171,-0.009890934,0.492843197,1.271538331,1.351897649,1.036023074,4.75,6.5,6,2.52,2.47,2.2,0.6258,1.495
02-Feb-94,0.057424739,-0.055321455,0.031899295,0.575921316,1.609680385,1.531858092,1.608437113,4.75,6.5,6,2.52,2.38,3.12,0.6308,1.4965
09-Feb-94,0.033571782,0.363360705,-0.011932957,0.485936465,1.36281072,1.53952618,1.164017703,4.75,6.25,6,2.52,2.38,3.12,0.6274,1.4605
16-Feb-94,0.036497351,-0.14804566,-0.011837979,0.474688358,0.934971266,1.539046925,-0.675384217,4.75,6.25,6,2.52,2.38,3.12,0.6281,1.4755
23-Feb-94,0.011567128,-0.506987302,-0.021810647,0.399898318,0.278398449,1.718833094,1.978135542,4.75,6.25,6,2.52,2.38,3.12,0.6308,1.4785
02-Mar-94,-0.021210181,0.19988641,-0.049734118,0.307348109,1.069993816,1.415115807,1.851787762,4.75,6.25,6,2.51,2.3,2.41,0.6333,1.497
09-Mar-94,-0.00936026,-0.081256507,-0.039049116,0.305966762,0.418865842,1.280837128,0.849507862,4.75,6.25,6,2.51,2.3,2.41,0.6302,1.4928
16-Mar-94,-0.012236613,-0.472926137,-0.027841737,0.302217394,0.503099673,1.200147927,0.575230922,4.75,6.25,6,2.51,2.3,2.41,0.6308,1.4955
23-Mar-94,-0.000583553,0.282905274,-0.03202076,0.215784576,0.27106445,1.037789232,1.057049122,4.75,6.25,6,2.51,2.3,2.41,0.6305,1.4965
30-Mar-94,-0.133305954,0.223295018,-0.141197732,0.153722655,0.65209323,1.07506224,0.40127772,4.75,6.25,6.25,2.51,2.3,2.41,0.6377,1.48
06-Apr-94,-0.104334619,0.535030265,-0.129325508,0.192301687,-1.146072079,1.047134714,-0.675384217,4.75,6.25,6.25,2.36,2.56,2.8,0.6361,1.469
13-Apr-94,-0.114319832,-0.162879475,-0.13782602,0.206411154,0.307382826,1.300029132,0.45606417,4.75,6.25,6.25,2.36,2.56,2.8,0.6399,1.4775
20-Apr-94,-0.148639217,0.358296559,-0.158246245,0.159544044,0.514985952,1.295672264,0.500260999,5.25,6.25,6.75,2.36,2.56,2.8,0.6419,1.4914
27-Apr-94,-0.093501811,-0.306081105,-0.111184749,0.210555193,0.556584806,1.428665668,0.901077212,5.25,6.25,6.75,2.36,2.56,2.8,0.6431,1.506
04-May-94,-0.094480646,-0.163490582,-0.111897083,0.132114451,-1.146072079,1.451256029,-0.675384217,5.25,6.25,6.75,2.29,2.55,3.09,0.6429,1.5015
11-May-94,-0.132053701,-0.061376237,-0.160478223,0.191315011,0.567037575,1.364423645,0.17569006,5.25,6.25,6.75,2.29,2.55,3.09,0.6443,1.4935
18-May-94,-0.075264853,-0.084053125,-0.10254177,0.177501547,0.743425955,1.499355855,0.036694098,5.25,6.25,7.25,2.29,2.55,3.09,0.6482,1.5095
25-May-94,-0.063010273,0.093762883,-0.089957213,0.082977986,0.210170418,1.455133642,-0.675384217,5.25,6.25,7.25,2.29,2.55,3.09,0.651,1.5085
01-Jun-94,-0.059986274,-0.701952898,-0.083831145,-0.004638843,-1.146072079,1.378932016,-0.102951029,5.25,6.25,7.25,2.49,2.62,3.49,0.6527,1.517
08-Jun-94,-0.06620926,-0.310797885,-0.086538012,0.100244816,0.171657045,1.374074108,-0.084906544,5.25,6.25,7.25,2.49,2.62,3.49,0.6523,1.5095
15-Jun-94,-0.043810885,-0.178332437,-0.069679454,0.107743554,0.594307565,1.419516244,0.900004845,5.25,6.25,7.25,2.49,2.62,3.49,0.6524,1.522
22-Jun-94,-0.079705156,0.195632784,-0.105391104,0.023481423,0.270005442,1.351527315,0.612591413,5.25,6.25,7.25,2.49,2.62,3.49,0.654,1.5305
29-Jun-94,-0.111268491,-0.201289148,-0.131320041,0.009569292,0.17439091,1.27116488,-0.034332963,5.25,6.25,7.25,2.49,2.62,3.49,0.6564,1.546
06-Jul-94,-0.107194568,-0.759094604,-0.138443376,0.009963962,-0.073739579,1.150196433,-0.202005161,5.25,6.25,7.25,2.77,2.35,3.27,0.6579,1.5465
13-Jul-94,-0.090909812,-0.40772747,-0.126096263,0.067783176,0.637826783,1.196052471,-0.159847744,5.25,6.25,7.25,2.77,2.35,3.27,0.661,1.5665
20-Jul-94,-0.078338067,-0.2662096,-0.11246695,0.13872518,0.769075184,1.299397386,0.07288456,5.25,6.25,7.25,2.77,2.35,3.27,0.6626,1.5455
27-Jul-94,-0.082056548,-0.250166438,-0.107860527,0.143757228,0.139657926,1.234087931,-0.139424902,5.25,6.25,7.25,2.77,2.35,3.27,0.6623,1.5325
03-Aug-94,-0.042580506,-0.219643259,-0.065690387,0.220816623,0.555292774,1.377298191,0.751482054,5.25,6.25,7.25,2.9,2.41,3.48,0.6636,1.542
10-Aug-94,-0.056743541,-0.2412684,-0.07115161,0.227328685,0.28240354,1.397710119,-0.675384217,5.25,6.25,7.25,2.9,2.41,3.48,0.664,1.537
17-Aug-94,-0.051428301,-0.007349568,-0.048024518,0.250318236,0.476356066,1.545625796,2.063044007,5.25,6.25,7.75,2.9,2.41,3.48,0.664,1.5425
24-Aug-94,-0.01301312,0.127713084,-0.029693804,0.265019708,0.314242455,1.402764086,1.665873841,5.25,6.25,7.75,2.9,2.41,3.48,0.6662,1.5535
31-Aug-94,0.023455328,0.384509826,0.000984023,0.310505472,-1.146072079,1.476569434,0.764827274,5.75,6.25,7.75,2.9,2.41,3.48,0.6667,1.5355
07-Sep-94,0.008597812,-0.583821122,-0.020528447,0.263737029,0.281995749,1.507742826,1.112524951,5.75,6.25,7.75,2.96,2.18,3.48,0.6667,1.546
14-Sep-94,0.013563077,-0.091437869,-0.030786048,0.141290538,0.45581671,1.445221767,0.90563477,5.75,6.25,7.75,2.96,2.18,3.48,0.6718,1.5655
21-Sep-94,-0.010350032,0.805903371,-0.065642898,0.077156598,0.121661022,1.426443665,1.533007604,5.75,6.75,7.75,2.96,2.18,3.48,0.6777,1.5787
28-Sep-94,0.004184851,-0.024235415,-0.049591651,0.100738154,0.145277537,1.515759464,1.955493284,5.75,6.75,7.75,2.96,2.18,3.48,0.6718,1.5745
05-Oct-94,-0.04548967,0.164800836,-0.103349081,0.019436052,0.0910434,1.624986151,1.508988504,5.75,6.75,7.75,2.61,2.4,3.46,0.6787,1.5865
12-Oct-94,0.00252794,-0.083313364,-0.046599851,0.161714731,0.366408509,1.597712156,1.281363347,5.75,6.75,7.75,2.61,2.4,3.46,0.6744,1.582
19-Oct-94,0.035824743,-0.086861,-0.023757692,0.122543694,0.274464097,1.588562733,1.024510452,5.75,6.75,7.75,2.61,2.4,3.46,0.6807,1.6225
26-Oct-94,-0.012192867,0.827771347,-0.060134186,0.062455125,0.002958439,1.573705812,0.614194218,5.75,6.75,7.75,2.61,2.4,3.46,0.6794,1.6375
02-Nov-94,-0.018262739,0.557406424,-0.041708494,0.142770552,-0.034518812,1.588737007,-0.675384217,5.75,6.75,7.75,2.67,2.61,3.55,0.681,1.621
09-Nov-94,-0.021204713,0.321559389,-0.046932273,0.160826723,0.367373892,1.545625796,0.268637446,5.75,6.75,7.75,2.67,2.61,3.55,0.6814,1.603
16-Nov-94,-0.013849778,0.001718936,-0.045982495,0.207101827,0.998875878,1.550200508,0.420993948,5.75,6.75,8.5,2.67,2.61,3.55,0.6788,1.5712
23-Nov-94,-0.107123479,0.757569645,-0.120397595,0.089687383,0.42950378,1.26985782,0.263415403,6.25,6.75,8.5,2.67,2.61,3.55,0.6821,1.5705
30-Nov-94,-0.071797917,-0.749004908,-0.10254177,0.142869219,0.107875186,1.3227502,-0.199163389,6.25,6.75,8.5,2.67,2.61,3.55,0.6828,1.5645
07-Dec-94,-0.073826676,-0.16473531,-0.114224039,0.074887243,0.098731094,1.18831903,-0.266770366,6.25,6.75,8.5,2.67,2.89,2.85,0.6817,1.5645
14-Dec-94,-0.06793726,0.037909326,-0.096463192,0.043412279,0.519962668,1.043714573,-0.049060771,6.25,6.75,8.5,2.67,2.89,2.85,0.6817,1.5615
21-Dec-94,-0.037582431,0.420973606,-0.074428344,0.132015783,0.639790838,1.269138936,-0.039597135,6.25,7.25,8.5,2.67,2.89,2.85,0.6826,1.5445
28-Dec-94,-0.016972207,-0.86453144,-0.068492232,0.157077354,-1.146072079,1.305453433,-0.675384217,6.25,7.25,8.5,2.67,2.89,2.85,0.6835,1.5745
04-Jan-95,-0.007041678,-0.770589845,-0.069204565,0.113466275,-1.146072079,1.32721599,-0.675384217,6.25,7.25,8.5,2.8,3.33,2.64,0.6878,1.5608
11-Jan-95,-0.004646539,-0.007560239,-0.06469312,0.111295587,0.218074492,1.11274915,-0.34577124,6.25,7.25,8.5,2.8,3.33,2.64,0.689,1.5605
18-Jan-95,0.031964086,-0.004022252,-0.02641707,0.116722305,0.877974136,1.02097172,-0.035993217,6.25,7.25,8.5,2.8,3.33,2.64,0.688,1.5705
25-Jan-95,0.00050465,0.20841135,-0.037244538,0.04499096,1.129190105,0.71407392,0.426422805,6.25,7.25,8.5,2.8,3.33,2.64,0.6881,1.592
01-Feb-95,-0.012559246,0.884149169,-0.023187825,0.079623288,1.100680097,0.976967351,-0.675384217,6.25,7.25,9,2.86,3.38,2.34,0.688,1.5823
08-Feb-95,0.035458364,0.265298964,0.028052694,0.134087803,0.799434816,0.994961217,1.098277793,6.25,7.75,9,2.86,3.38,2.34,0.6873,1.5532
15-Feb-95,0.063237598,0.150655321,0.043961474,0.136455825,0.922086315,1.029968653,1.687987575,6.25,7.75,9,2.86,3.38,2.34,0.6873,1.5609
22-Feb-95,0.056063119,-0.017062951,0.046478386,0.081793975,0.311566846,0.91152719,1.17392752,6.25,7.75,9,2.86,3.38,2.34,0.6881,1.5896
01-Mar-95,0.067956787,0.210479464,0.049232742,0.103204844,0.46491711,1.075127593,0.747299823,6.25,7.75,9,2.85,3.51,2.55,0.6903,1.5855
08-Mar-95,0.059442561,0.267185354,0.037313029,0.054759053,0.596887468,0.933442237,-0.675384217,6.25,7.75,9,2.85,3.51,2.55,0.7003,1.6085
15-Mar-95,0.091782402,0.121285205,0.078818324,0.108927565,0.827551597,0.962066861,0.091652892,6.25,7.75,9,2.85,3.51,2.55,0.71,1.5979
22-Mar-95,0.116182194,0.527907654,0.096816616,0.20039243,1.214102201,0.971891599,-0.055845406,6.25,7.75,9,2.85,3.51,2.55,0.707,1.588
29-Mar-95,0.158731451,0.144073057,0.132195843,0.202957788,1.065764023,1.062035204,0.239409708,6.25,7.75,9,2.85,3.51,2.55,0.7062,1.6115
05-Apr-95,0.180479092,0.279167873,0.143830623,0.250219568,1.206915923,1.015743478,0.180858484,6.25,7.75,9,3.05,3.33,2.33,0.7107,1.611
12-Apr-95,0.178969826,-0.105334117,0.151428846,0.269558418,0.471092232,0.931525215,0.142927341,6.25,7.75,9,3.05,3.33,2.33,0.7141,1.5935
19-Apr-95,0.184257724,-0.249095392,0.140743844,0.230387381,-1.146072079,0.873077827,-0.675384217,6.25,7.75,9,3.05,3.33,2.33,0.7169,1.6095
26-Apr-95,0.234757966,0.541866621,0.17750025,0.285739904,0.823419591,0.933986845,0.034905543,6.25,7.75,9,3.05,3.33,2.33,0.7171,1.6168
03-May-95,0.274851932,0.130044939,0.214636567,0.321654911,0.608694685,0.939912186,-0.675384217,6.25,7.75,9,3.19,3.39,2.13,0.7194,1.6162
10-May-95,0.29206084,0.535858476,0.233062258,0.348788501,-1.146072079,0.995571178,-0.675384217,6.25,7.75,9,3.19,3.39,2.13,0.718,1.583
17-May-95,0.301892939,0.508694777,0.245931749,0.355991236,0.581838727,1.144554288,-0.675384217,6.25,7.75,9,3.19,3.39,2.13,0.7143,1.57
24-May-95,0.310401696,0.503416743,0.253245039,0.385492848,0.414180405,1.171566872,0.478468975,6.25,7.75,9,3.19,3.39,2.13,0.7176,1.5738
31-May-95,0.325155313,-0.451440907,0.27599222,0.377698108,-1.146072079,1.183918593,0.081658818,6.25,7.75,9,3.19,3.39,2.13,0.7189,1.588
07-Jun-95,0.323454656,0.412482438,0.27471002,0.428413254,0.607053118,1.185552419,0.152454171,6,7.75,9,3.04,3.52,1.83,0.7188,1.59
