X,RRC_DJI,RRC_DJV,RRC_S.P,RRC_FTSE,RRC_IMO_FTV,RRC_IMO_STI,RRC_IMO_STIV,SGPRIME,UKPRIME,USPRIME,IMO_SGINF,IMO_UKINF,IMO_USINF,SG.D,P.D,Velocity_sg,Velocity_uk
15-Sep-93,-0.129532791,-0.413147023,-0.064978053,0.052095027,0.387378543,0.798313968,2.759010012,4.75,7,6,2.13,1.79,2.69,0.6258,1.545,0.002876318,-0.017605178
22-Sep-93,-0.176905135,0.197628531,-0.090622057,0.069953863,0.41052693,0.729954705,2.847537715,4.75,7,6,2.13,1.79,2.69,0.6276,1.5178,0.003983429,-0.004348399
29-Sep-93,-0.16636215,-0.447552338,-0.072053899,0.092252741,0.117514452,0.772020268,2.010708681,4.75,7,6,2.13,1.79,2.69,0.6301,1.5112,0.018568481,0.009131816
06-Oct-93,-0.148486103,-0.368923794,-0.069062099,0.162010734,0.627904559,0.880593425,4.060847897,4.75,7,6,2.22,1.36,2.75,0.6418,1.525,-0.004674353,-0.001770492
13-Oct-93,-0.146189395,-0.523310288,-0.065500431,0.142375881,0.075790764,0.912747113,3.894667438,4.75,7,6,2.22,1.36,2.75,0.6388,1.5223,-0.007983719,-0.018655981
20-Oct-93,-0.123271526,0.26070923,-0.043750517,0.216771252,0.571687642,1.004154209,3.025512292,4.75,7,6,2.22,1.36,2.75,0.6337,1.4939,0.00094682,-0.008969811
27-Oct-93,-0.112575427,-0.04496641,-0.050683896,0.2147979,0.343480662,1.029358692,3.604963738,4.75,7,6,2.22,1.36,2.75,0.6343,1.4805,-0.006621472,0.001350895
03-Nov-93,-0.114101098,0.248406684,-0.05823463,0.222691308,0.436544419,1.072970943,4.705125826,4.75,7,6,2.32,1.36,2.68,0.6301,1.4825,-0.002856689,-0.002698145
10-Nov-93,-0.113182414,-0.069243434,-0.054910407,0.159741379,1.047332281,0.971848031,2.560468972,4.75,7,6,2.32,1.36,2.68,0.6283,1.4785,-0.001273277,0.001690903
17-Nov-93,-0.090871533,0.259396958,-0.049734118,0.180954913,0.576017301,1.00561376,-0.675384217,4.75,7,6,2.32,1.36,2.68,0.6275,1.481,-0.001752988,0.004726536
24-Nov-93,-0.100041962,0.101980662,-0.061368897,0.12885842,-1.146072079,0.971368775,1.041375333,4.75,6.5,6,2.32,1.36,2.68,0.6264,1.488,-0.002234994,-0.007056452
01-Dec-93,-0.094847026,-0.773629298,-0.063600875,0.292646636,1.31825538,1.026308884,1.438871039,4.75,6.5,6,2.62,1.94,2.75,0.625,1.4775,0.00224,0.01319797
08-Dec-93,-0.074368043,-0.380108658,-0.042705761,0.336257716,1.218579581,1.14220158,-0.675384217,4.75,6.5,6,2.62,1.94,2.75,0.6264,1.497,0.001277139,-0.012358049
15-Dec-93,-0.083997813,-0.204722603,-0.06383832,0.337639062,0.792325519,1.386251555,4.540366253,4.75,6.5,6,2.62,1.94,2.75,0.6272,1.4785,0.001116071,0.012512682
22-Dec-93,-0.059242578,0.033773098,-0.037814405,0.413514446,0.986964633,1.392155112,4.468195972,4.75,6.5,6,2.62,1.94,2.75,0.6279,1.497,-0.00621118,-0.014362057
29-Dec-93,-0.041667291,-0.975017948,-0.022333025,0.518398105,-1.146072079,1.72523769,5.152557437,4.75,6.5,6,2.62,1.94,2.75,0.624,1.4755,0.000801282,0.008471705
05-Jan-94,-0.039212,-0.059452859,-0.03672216,0.436701332,-1.146072079,1.736434841,5.224758357,4.75,6.5,6,2.2,2.47,2.52,0.6245,1.488,-0.00256205,0.010416667
12-Jan-94,-0.011974133,0.4321054,-0.005284511,0.429597265,1.117409935,1.36244127,4.513708365,4.75,6.5,6,2.2,2.47,2.52,0.6229,1.5035,-0.000963236,-0.007316262
19-Jan-94,0.007569762,-0.10682972,-0.004667155,0.531323561,1.305050022,1.456092153,2.21926486,4.75,6.5,6,2.2,2.47,2.52,0.6223,1.4925,0.005624297,0.001675042
26-Jan-94,0.020491481,0.300981171,-0.009890934,0.492843197,1.271538331,1.351897649,1.036023074,4.75,6.5,6,2.2,2.47,2.52,0.6258,1.495,0.007989773,0.001003344
02-Feb-94,0.057424739,-0.055321455,0.031899295,0.575921316,1.609680385,1.531858092,1.608437113,4.75,6.5,6,3.12,2.38,2.52,0.6308,1.4965,-0.005389981,-0.024056131
09-Feb-94,0.033571782,0.363360705,-0.011932957,0.485936465,1.36281072,1.53952618,1.164017703,4.75,6.25,6,3.12,2.38,2.52,0.6274,1.4605,0.001115716,0.010270455
16-Feb-94,0.036497351,-0.14804566,-0.011837979,0.474688358,0.934971266,1.539046925,-0.675384217,4.75,6.25,6,3.12,2.38,2.52,0.6281,1.4755,0.004298679,0.002033209
23-Feb-94,0.011567128,-0.506987302,-0.021810647,0.399898318,0.278398449,1.718833094,1.978135542,4.75,6.25,6,3.12,2.38,2.52,0.6308,1.4785,0.003963221,0.012512682
02-Mar-94,-0.021210181,0.19988641,-0.049734118,0.307348109,1.069993816,1.415115807,1.851787762,4.75,6.25,6,2.41,2.3,2.51,0.6333,1.497,-0.004894994,-0.002805611
09-Mar-94,-0.00936026,-0.081256507,-0.039049116,0.305966762,0.418865842,1.280837128,0.849507862,4.75,6.25,6,2.41,2.3,2.51,0.6302,1.4928,0.000952079,0.001808682
16-Mar-94,-0.012236613,-0.472926137,-0.027841737,0.302217394,0.503099673,1.200147927,0.575230922,4.75,6.25,6,2.41,2.3,2.51,0.6308,1.4955,-0.000475587,0.000668673
23-Mar-94,-0.000583553,0.282905274,-0.03202076,0.215784576,0.27106445,1.037789232,1.057049122,4.75,6.25,6,2.41,2.3,2.51,0.6305,1.4965,0.011419508,-0.011025727
30-Mar-94,-0.133305954,0.223295018,-0.141197732,0.153722655,0.65209323,1.07506224,0.40127772,4.75,6.25,6.25,2.41,2.3,2.51,0.6377,1.48,-0.002509017,-0.007432432
06-Apr-94,-0.104334619,0.535030265,-0.129325508,0.192301687,-1.146072079,1.047134714,-0.675384217,4.75,6.25,6.25,2.8,2.56,2.36,0.6361,1.469,0.005973903,0.005786249
13-Apr-94,-0.114319832,-0.162879475,-0.13782602,0.206411154,0.307382826,1.300029132,0.45606417,4.75,6.25,6.25,2.8,2.56,2.36,0.6399,1.4775,0.003125488,0.009407783
20-Apr-94,-0.148639217,0.358296559,-0.158246245,0.159544044,0.514985952,1.295672264,0.500260999,5.25,6.25,6.75,2.8,2.56,2.36,0.6419,1.4914,0.00186945,0.00978946
27-Apr-94,-0.093501811,-0.306081105,-0.111184749,0.210555193,0.556584806,1.428665668,0.901077212,5.25,6.25,6.75,2.8,2.56,2.36,0.6431,1.506,-0.000310994,-0.002988048
04-May-94,-0.094480646,-0.163490582,-0.111897083,0.132114451,-1.146072079,1.451256029,-0.675384217,5.25,6.25,6.75,3.09,2.55,2.29,0.6429,1.5015,0.002177633,-0.005328005
11-May-94,-0.132053701,-0.061376237,-0.160478223,0.191315011,0.567037575,1.364423645,0.17569006,5.25,6.25,6.75,3.09,2.55,2.29,0.6443,1.4935,0.006053081,0.01071309
18-May-94,-0.075264853,-0.084053125,-0.10254177,0.177501547,0.743425955,1.499355855,0.036694098,5.25,6.25,7.25,3.09,2.55,2.29,0.6482,1.5095,0.004319654,-0.000662471
25-May-94,-0.063010273,0.093762883,-0.089957213,0.082977986,0.210170418,1.455133642,-0.675384217,5.25,6.25,7.25,3.09,2.55,2.29,0.651,1.5085,0.002611367,0.005634736
01-Jun-94,-0.059986274,-0.701952898,-0.083831145,-0.004638843,-1.146072079,1.378932016,-0.102951029,5.25,6.25,7.25,3.49,2.62,2.49,0.6527,1.517,-0.000612839,-0.004943968
08-Jun-94,-0.06620926,-0.310797885,-0.086538012,0.100244816,0.171657045,1.374074108,-0.084906544,5.25,6.25,7.25,3.49,2.62,2.49,0.6523,1.5095,0.000153304,0.008280888
15-Jun-94,-0.043810885,-0.178332437,-0.069679454,0.107743554,0.594307565,1.419516244,0.900004845,5.25,6.25,7.25,3.49,2.62,2.49,0.6524,1.522,0.002452483,0.005584757
22-Jun-94,-0.079705156,0.195632784,-0.105391104,0.023481423,0.270005442,1.351527315,0.612591413,5.25,6.25,7.25,3.49,2.62,2.49,0.654,1.5305,0.003669725,0.010127409
29-Jun-94,-0.111268491,-0.201289148,-0.131320041,0.009569292,0.17439091,1.27116488,-0.034332963,5.25,6.25,7.25,3.49,2.62,2.49,0.6564,1.546,0.002285192,0.000323415
06-Jul-94,-0.107194568,-0.759094604,-0.138443376,0.009963962,-0.073739579,1.150196433,-0.202005161,5.25,6.25,7.25,3.27,2.35,2.77,0.6579,1.5465,0.004711962,0.012932428
13-Jul-94,-0.090909812,-0.40772747,-0.126096263,0.067783176,0.637826783,1.196052471,-0.159847744,5.25,6.25,7.25,3.27,2.35,2.77,0.661,1.5665,0.002420575,-0.013405681
20-Jul-94,-0.078338067,-0.2662096,-0.11246695,0.13872518,0.769075184,1.299397386,0.07288456,5.25,6.25,7.25,3.27,2.35,2.77,0.6626,1.5455,-0.000452762,-0.008411517
27-Jul-94,-0.082056548,-0.250166438,-0.107860527,0.143757228,0.139657926,1.234087931,-0.139424902,5.25,6.25,7.25,3.27,2.35,2.77,0.6623,1.5325,0.001962857,0.006199021
03-Aug-94,-0.042580506,-0.219643259,-0.065690387,0.220816623,0.555292774,1.377298191,0.751482054,5.25,6.25,7.25,3.48,2.41,2.9,0.6636,1.542,0.000602773,-0.003242542
10-Aug-94,-0.056743541,-0.2412684,-0.07115161,0.227328685,0.28240354,1.397710119,-0.675384217,5.25,6.25,7.25,3.48,2.41,2.9,0.664,1.537,0,0.003578399
17-Aug-94,-0.051428301,-0.007349568,-0.048024518,0.250318236,0.476356066,1.545625796,2.063044007,5.25,6.25,7.75,3.48,2.41,2.9,0.664,1.5425,0.003313253,0.00713128
24-Aug-94,-0.01301312,0.127713084,-0.029693804,0.265019708,0.314242455,1.402764086,1.665873841,5.25,6.25,7.75,3.48,2.41,2.9,0.6662,1.5535,0.000750525,-0.01158674
31-Aug-94,0.023455328,0.384509826,0.000984023,0.310505472,-1.146072079,1.476569434,0.764827274,5.75,6.25,7.75,3.48,2.41,2.9,0.6667,1.5355,0,0.006838163
07-Sep-94,0.008597812,-0.583821122,-0.020528447,0.263737029,0.281995749,1.507742826,1.112524951,5.75,6.25,7.75,3.48,2.18,2.96,0.6667,1.546,0.007649618,0.012613195
14-Sep-94,0.013563077,-0.091437869,-0.030786048,0.141290538,0.45581671,1.445221767,0.90563477,5.75,6.25,7.75,3.48,2.18,2.96,0.6718,1.5655,0.008782376,0.008431811
21-Sep-94,-0.010350032,0.805903371,-0.065642898,0.077156598,0.121661022,1.426443665,1.533007604,5.75,6.75,7.75,3.48,2.18,2.96,0.6777,1.5787,-0.008705917,-0.002660417
28-Sep-94,0.004184851,-0.024235415,-0.049591651,0.100738154,0.145277537,1.515759464,1.955493284,5.75,6.75,7.75,3.48,2.18,2.96,0.6718,1.5745,0.010270914,0.007621467
05-Oct-94,-0.04548967,0.164800836,-0.103349081,0.019436052,0.0910434,1.624986151,1.508988504,5.75,6.75,7.75,3.46,2.4,2.61,0.6787,1.5865,-0.006335642,-0.002836432
12-Oct-94,0.00252794,-0.083313364,-0.046599851,0.161714731,0.366408509,1.597712156,1.281363347,5.75,6.75,7.75,3.46,2.4,2.61,0.6744,1.582,0.009341637,0.025600506
19-Oct-94,0.035824743,-0.086861,-0.023757692,0.122543694,0.274464097,1.588562733,1.024510452,5.75,6.75,7.75,3.46,2.4,2.61,0.6807,1.6225,-0.001909799,0.009244992
26-Oct-94,-0.012192867,0.827771347,-0.060134186,0.062455125,0.002958439,1.573705812,0.614194218,5.75,6.75,7.75,3.46,2.4,2.61,0.6794,1.6375,0.002355019,-0.010076336
02-Nov-94,-0.018262739,0.557406424,-0.041708494,0.142770552,-0.034518812,1.588737007,-0.675384217,5.75,6.75,7.75,3.55,2.61,2.67,0.681,1.621,0.000587372,-0.011104257
09-Nov-94,-0.021204713,0.321559389,-0.046932273,0.160826723,0.367373892,1.545625796,0.268637446,5.75,6.75,7.75,3.55,2.61,2.67,0.6814,1.603,-0.003815674,-0.019837804
16-Nov-94,-0.013849778,0.001718936,-0.045982495,0.207101827,0.998875878,1.550200508,0.420993948,5.75,6.75,8.5,3.55,2.61,2.67,0.6788,1.5712,0.00486152,-0.000445519
23-Nov-94,-0.107123479,0.757569645,-0.120397595,0.089687383,0.42950378,1.26985782,0.263415403,6.25,6.75,8.5,3.55,2.61,2.67,0.6821,1.5705,0.001026242,-0.003820439
30-Nov-94,-0.071797917,-0.749004908,-0.10254177,0.142869219,0.107875186,1.3227502,-0.199163389,6.25,6.75,8.5,3.55,2.61,2.67,0.6828,1.5645,-0.001611013,0
07-Dec-94,-0.073826676,-0.16473531,-0.114224039,0.074887243,0.098731094,1.18831903,-0.266770366,6.25,6.75,8.5,2.85,2.89,2.67,0.6817,1.5645,0,-0.001917546
14-Dec-94,-0.06793726,0.037909326,-0.096463192,0.043412279,0.519962668,1.043714573,-0.049060771,6.25,6.75,8.5,2.85,2.89,2.67,0.6817,1.5615,0.001320229,-0.010886968
21-Dec-94,-0.037582431,0.420973606,-0.074428344,0.132015783,0.639790838,1.269138936,-0.039597135,6.25,7.25,8.5,2.85,2.89,2.67,0.6826,1.5445,0.001318488,0.019423762
28-Dec-94,-0.016972207,-0.86453144,-0.068492232,0.157077354,-1.146072079,1.305453433,-0.675384217,6.25,7.25,8.5,2.85,2.89,2.67,0.6835,1.5745,0.006291149,-0.008701175
04-Jan-95,-0.007041678,-0.770589845,-0.069204565,0.113466275,-1.146072079,1.32721599,-0.675384217,6.25,7.25,8.5,2.64,3.33,2.8,0.6878,1.5608,0.001744693,-0.000192209
11-Jan-95,-0.004646539,-0.007560239,-0.06469312,0.111295587,0.218074492,1.11274915,-0.34577124,6.25,7.25,8.5,2.64,3.33,2.8,0.689,1.5605,-0.001451379,0.006408202
18-Jan-95,0.031964086,-0.004022252,-0.02641707,0.116722305,0.877974136,1.02097172,-0.035993217,6.25,7.25,8.5,2.64,3.33,2.8,0.688,1.5705,0.000145349,0.013689908
25-Jan-95,0.00050465,0.20841135,-0.037244538,0.04499096,1.129190105,0.71407392,0.426422805,6.25,7.25,8.5,2.64,3.33,2.8,0.6881,1.592,-0.000145328,-0.006092965
01-Feb-95,-0.012559246,0.884149169,-0.023187825,0.079623288,1.100680097,0.976967351,-0.675384217,6.25,7.25,9,2.34,3.38,2.86,0.688,1.5823,-0.001017442,-0.01839095
08-Feb-95,0.035458364,0.265298964,0.028052694,0.134087803,0.799434816,0.994961217,1.098277793,6.25,7.75,9,2.34,3.38,2.86,0.6873,1.5532,0,0.004957507
15-Feb-95,0.063237598,0.150655321,0.043961474,0.136455825,0.922086315,1.029968653,1.687987575,6.25,7.75,9,2.34,3.38,2.86,0.6873,1.5609,0.001163975,0.018386828
22-Feb-95,0.056063119,-0.017062951,0.046478386,0.081793975,0.311566846,0.91152719,1.17392752,6.25,7.75,9,2.34,3.38,2.86,0.6881,1.5896,0.00319721,-0.002579265
01-Mar-95,0.067956787,0.210479464,0.049232742,0.103204844,0.46491711,1.075127593,0.747299823,6.25,7.75,9,2.55,3.51,2.85,0.6903,1.5855,0.014486455,0.014506465
08-Mar-95,0.059442561,0.267185354,0.037313029,0.054759053,0.596887468,0.933442237,-0.675384217,6.25,7.75,9,2.55,3.51,2.85,0.7003,1.6085,0.013851207,-0.006589991
15-Mar-95,0.091782402,0.121285205,0.078818324,0.108927565,0.827551597,0.962066861,0.091652892,6.25,7.75,9,2.55,3.51,2.85,0.71,1.5979,-0.004225352,-0.006195632
22-Mar-95,0.116182194,0.527907654,0.096816616,0.20039243,1.214102201,0.971891599,-0.055845406,6.25,7.75,9,2.55,3.51,2.85,0.707,1.588,-0.001131542,0.014798489
29-Mar-95,0.158731451,0.144073057,0.132195843,0.202957788,1.065764023,1.062035204,0.239409708,6.25,7.75,9,2.55,3.51,2.85,0.7062,1.6115,0.006372133,-0.00031027
05-Apr-95,0.180479092,0.279167873,0.143830623,0.250219568,1.206915923,1.015743478,0.180858484,6.25,7.75,9,2.33,3.33,3.05,0.7107,1.611,0.004784016,-0.010862818
12-Apr-95,0.178969826,-0.105334117,0.151428846,0.269558418,0.471092232,0.931525215,0.142927341,6.25,7.75,9,2.33,3.33,3.05,0.7141,1.5935,0.003921019,0.010040791
19-Apr-95,0.184257724,-0.249095392,0.140743844,0.230387381,-1.146072079,0.873077827,-0.675384217,6.25,7.75,9,2.33,3.33,3.05,0.7169,1.6095,0.000278979,0.00453557
26-Apr-95,0.234757966,0.541866621,0.17750025,0.285739904,0.823419591,0.933986845,0.034905543,6.25,7.75,9,2.33,3.33,3.05,0.7171,1.6168,0.003207363,-0.000371103
03-May-95,0.274851932,0.130044939,0.214636567,0.321654911,0.608694685,0.939912186,-0.675384217,6.25,7.75,9,2.13,3.39,3.19,0.7194,1.6162,-0.001946066,-0.020542012
10-May-95,0.29206084,0.535858476,0.233062258,0.348788501,-1.146072079,0.995571178,-0.675384217,6.25,7.75,9,2.13,3.39,3.19,0.718,1.583,-0.005153203,-0.008212255
17-May-95,0.301892939,0.508694777,0.245931749,0.355991236,0.581838727,1.144554288,-0.675384217,6.25,7.75,9,2.13,3.39,3.19,0.7143,1.57,0.004619908,0.002420382
24-May-95,0.310401696,0.503416743,0.253245039,0.385492848,0.414180405,1.171566872,0.478468975,6.25,7.75,9,2.13,3.39,3.19,0.7176,1.5738,0.001811594,0.009022747
31-May-95,0.325155313,-0.451440907,0.27599222,0.377698108,-1.146072079,1.183918593,0.081658818,6.25,7.75,9,2.13,3.39,3.19,0.7189,1.588,-0.000139101,0.001259446
07-Jun-95,0.323454656,0.412482438,0.27471002,0.428413254,0.607053118,1.185552419,0.152454171,6,7.75,9,1.83,3.52,3.04,0.7188,1.59,-0.002365053,0.013522013
14-Jun-95,0.339340222,-0.094755536,0.290571311,0.397826298,0.229919159,1.096498031,-0.257821849,6,7.75,9,1.83,3.52,3.04,0.7171,1.6115,-0.003207363,-0.00124108
21-Jun-95,0.369973937,0.347267689,0.326235472,0.435813324,0.678601733,1.057961532,-0.017602128,6,7.75,9,1.83,3.52,3.04,0.7148,1.6095,-0.003217683,-0.020813917
28-Jun-95,0.375272771,0.138397805,0.32979714,0.341487098,1.01514175,0.988186287,0.000450017,6,7.75,9,1.83,3.52,3.04,0.7125,1.576,0.00477193,0.012944162
05-Jul-95,0.407229827,-0.64528078,0.34181183,0.452192146,0.351164195,1.074757259,0.327140795,6,7.75,9,1.44,3.54,2.76,0.7159,1.5964,-0.001676212,-0.003069406
12-Jul-95,0.468508194,0.596608928,0.406539196,0.507149999,0.974125454,1.179648862,1.402496743,6,7.75,8.75,1.44,3.54,2.76,0.7147,1.5915,0.000839513,0.005026704
19-Jul-95,0.414688661,0.689682108,0.3594777,0.462453576,0.316312619,1.113184837,0.669087905,6,7.75,8.75,1.44,3.54,2.76,0.7153,1.5995,0.000419404,-0.002813379
26-Jul-95,0.457445715,0.858109585,0.409958396,0.5108007,0.132088823,1.129305249,1.218982242,6,7.75,8.75,1.44,3.54,2.76,0.7156,1.595,-0.000419229,0.003761755
02-Aug-95,0.44819873,0.393113567,0.396614016,0.555793126,0.648310759,1.128629935,0.446426274,6,7.75,8.75,1.34,3.59,2.62,0.7153,1.601,0.000699007,-0.001061836
09-Aug-95,0.437994783,-0.269837645,0.400935506,0.524614164,0.491619105,0.992042115,-0.675384217,6,7.75,8.75,1.34,3.59,2.62,0.7158,1.5993,-0.017602682,-0.034890264
16-Aug-95,0.42027185,0.054076318,0.402170217,0.521456801,0.389985493,0.91133113,0.956003452,6,7.75,8.75,1.34,3.59,2.62,0.7032,1.5435,-0.001706485,-0.000453515
23-Aug-95,0.39061697,0.312963689,0.38873086,0.571579942,0.361358973,1.027419885,0.971573834,6,7.75,8.75,1.34,3.59,2.62,0.702,1.5428,-0.000712251,0.002074151
30-Aug-95,0.401400563,-0.176167832,0.406681662,0.559838497,-1.146072079,1.072578825,2.567167435,6,7.75,8.75,1.34,3.59,2.62,0.7015,1.546,-0.000285103,0.003234153
06-Sep-95,0.444731794,-0.609799595,0.450608891,0.612822998,0.558977458,1.068701212,-0.675384217,6,7.75,8.75,1.34,3.86,2.54,0.7013,1.551,-0.007557393,-0.001611863
13-Sep-95,0.489413708,0.340674168,0.491449342,0.625748454,0.717343969,1.070727156,0.995795918,6,7.75,8.75,1.34,3.86,2.54,0.696,1.5485,-0.004166667,0.001937359
20-Sep-95,0.504271224,1.314355517,0.529440459,0.616572367,1.114289085,1.034347306,0.692367838,6,7.75,8.75,1.34,3.86,2.54,0.6931,1.5515,0.009522435,0.017402514
27-Sep-95,0.48768024,0.874228332,0.502229321,0.541091653,0.651787386,1.040446921,1.594867844,6,7.75,8.75,1.34,3.86,2.54,0.6997,1.5785,-0.002143776,0.002343997
04-Oct-95,0.47582485,0.42596056,0.504271344,0.599404205,0.734889389,1.073602689,0.43301786,6,7.75,8.75,1.05,3.17,2.81,0.6982,1.5822,0.005442567,-0.00644672
11-Oct-95,0.472861003,0.365041249,0.494726076,0.53053422,1.608702518,1.076303947,0.285188277,6,7.75,8.75,1.05,3.17,2.81,0.702,1.572,-0.000712251,-0.00235369
18-Oct-95,0.495975732,0.303465802,0.532622215,0.647652661,0.961789773,1.023869038,0.050642525,6,7.75,8.75,1.05,3.17,2.81,0.7015,1.5683,0.006699929,0.007460307
25-Oct-95,0.482939178,0.441386183,0.509020233,0.593188146,0.688996245,1.023193723,-0.675384217,6,7.75,8.75,1.05,3.17,2.81,0.7062,1.58,0.000424809,-0.000632911
01-Nov-95,0.490048037,0.218848412,0.51733079,0.574342634,0.266052365,1.014392849,-0.255079654,6,7.75,8.75,0.86,3.1,2.61,0.7065,1.579,0,0.000253325
08-Nov-95,0.537070407,-0.01987565,0.552899973,0.592497473,1.878737215,1.016440577,0.081846482,6,7.75,8.75,0.86,3.1,2.61,0.7065,1.5794,0.002123142,-0.01196657
15-Nov-95,0.575392626,0.212695531,0.563584975,0.62634046,0.4911593,0.941676718,0.511440422,6,7.75,8.75,0.86,3.1,2.61,0.708,1.5605,-0.001836158,0.00128164
22-Nov-95,0.640389473,0.527420377,0.584670045,0.686527696,1.733634319,1.028944789,0.379920388,6,7.75,8.75,0.86,3.1,2.61,0.7067,1.5625,0.00155653,-0.01856
29-Nov-95,0.675359592,-0.538843659,0.628549785,0.709319911,1.255748909,1.03537117,0.331614097,6,7.75,8.75,0.86,3.1,2.61,0.7078,1.5335,-0.000423849,0.005868927
06-Dec-95,0.726526973,0.167964118,0.688100861,0.716522646,1.522573291,1.131788664,0.744816145,6,7.75,8.75,0.86,3.22,2.54,0.7075,1.5425,-0.002120141,-0.005316045
13-Dec-95,0.736009098,0.032296792,0.695271684,0.716127976,1.901787816,1.170172674,0.464635444,6,7.75,8.75,0.86,3.22,2.54,0.706,1.5343,0.001416431,0.004171283
20-Dec-95,0.650073926,1.303037175,0.620476673,0.668076854,2.256907296,1.290247963,1.465944469,6,7.5,8.5,0.86,3.22,2.54,0.707,1.5407,-0.000282885,0.012202246
27-Dec-95,0.675556453,-0.69182139,0.661269634,0.72994144,-1.146072079,1.386491183,-0.675384217,6,7.5,8.5,0.86,3.22,2.54,0.7068,1.5595,-0.002122241,-0.004809234
03-Jan-96,0.723759986,-0.096455378,0.693514595,0.768619139,-1.146072079,1.462431397,-0.675384217,6,7.5,8.5,0.86,2.88,2.73,0.7053,1.552,-0.00311924,-0.003221649
10-Jan-96,0.635648411,0.760831025,0.585049956,0.725106727,0.786073416,1.584205864,2.798436723,6,7.5,8.5,0.86,2.88,2.73,0.7031,1.547,0.0046935,-0.017000646
