,DJI,DJV,S&P,FTSE,FTV,STI,STIV,SG/D,P/D,SGPRIME,UKPRIME,USPRIME,USINF,UKINF,SGINF
5-Nov-86,1899.04,68587.4,246.58,1644.4,574860,915.99,162617,0.4558,1.4235,5.5,12,7.5,1.29,3.55,-1.38
12-Nov-86,1893.7,86964.2,246.64,1654.3,571831,896.71,110285,0.4569,1.427,5.5,12,7.5,1.29,3.55,-1.38
19-Nov-86,1826.63,95828.4,237.66,1604.3,463667,888.08,105946,0.4572,1.4188,5.5,12,7.5,1.29,3.55,-1.38
26-Nov-86,1916.76,113586.9,248.77,1633.2,500029,882.68,80790,0.457,1.4255,5.5,12,7.5,1.29,3.55,-1.38
3-Dec-86,1947.27,72906.4,253.83,1615.1,486555,888.81,72660,0.457,1.431,5.5,12,7.5,1.13,3.75,-1.38
10-Dec-86,1932.93,76387.6,250.96,1634.6,1801439,885.22,67559,0.4567,1.426,5.5,12,7.5,1.13,3.75,-1.38
17-Dec-86,1918.31,92524.9,247.56,1636.3,1518858,890.03,58143,0.456,1.4292,5.5,12,7.5,1.13,3.75,-1.38
24-Dec-86,1926.88,136470.2,246.75,1665.1,826707,902.29,59720,0.4568,1.4575,5.5,12,7.5,1.13,3.75,-1.38
31-Dec-86,1895.95,43656.9,242.17,1679,,891.3,45559,0.4614,1.483,5.5,12,7.5,1.13,3.75,-1.38
7-Jan-87,1993.95,36121.4,255.33,1722.2,,893.25,68427,0.4607,1.472,5.5,12,7.5,1.43,3.95,-0.69
14-Jan-87,2035.01,124035.8,262.64,1765.2,1229646,957.97,206048,0.4669,1.5045,5.5,12,7.5,1.43,3.95,-0.69
21-Jan-87,2094.07,143895.5,267.84,1761.6,1064254,948.21,149155,0.4664,1.517,5.5,12,7.5,1.43,3.95,-0.69
28-Jan-87,2163.39,129209.7,275.4,1812.1,1034490,949.02,95979,0.4708,1.54,5.5,12,7.5,1.43,3.95,-0.69
4-Feb-87,2191.23,128562.1,279.64,1846.7,962313,972.97,137528,0.4695,1.522,5.5,12,7.5,2.11,3.93,-1.04
11-Feb-87,2171.96,102896.5,277.54,1895.8,1427834,993.11,195100,0.4673,1.5235,5.5,12,7.5,2.11,3.93,-1.04
18-Feb-87,2237.63,102947.8,285.42,1952,1362403,1029.59,302088,0.4668,1.533,5.5,12,7.5,2.11,3.93,-1.04
25-Feb-87,2226.24,112367.8,284,1973.1,1039377,1056.8,269679,0.4678,1.5401,5.5,12,7.5,2.11,3.93,-1.04
4-Mar-87,2257.45,87915.1,288.62,2002.7,1184695,1066,239094,0.4679,1.5593,5.5,12,7.5,3.04,4.03,-0.7
11-Mar-87,2268.98,69939.7,290.31,1979.4,1151900,1070.9,247457,0.465,1.589,5.5,11.5,7.5,3.04,4.03,-0.7
18-Mar-87,2286.93,75042.7,292.78,2006.6,965471,1027.91,144076,0.4662,1.6065,5.5,11.5,7.5,3.04,4.03,-0.7
25-Mar-87,2363.49,116587.6,300.38,2042.9,1069304,1079.9,163249,0.4676,1.6,5.5,11,7.5,3.04,4.03,-0.7
1-Apr-87,2316.05,106527.4,292.39,1973.1,890876,1043.9,115471,0.4677,1.593,5.5,11,7.625,3.81,4.2,0
8-Apr-87,2372.16,121585.3,297.26,1976.7,754003,1085.4,107208,0.467,1.6158,5.5,11,7.75,3.81,4.2,0
15-Apr-87,2282.95,150795.1,284.44,1922.2,889501,1094.76,199888,0.4682,1.6325,5.5,11,7.75,3.81,4.2,0
22-Apr-87,2285.94,102523.1,287.19,1955.7,,1132.5,182224,0.4683,1.63,5.5,11,7.75,3.81,4.2,0
29-Apr-87,2254.26,137004.1,284.57,2038.6,840841,1129.54,267424,0.4698,1.6605,5.5,11,7.75,3.81,4.2,0
6-May-87,2342.19,122521.9,295.47,2086.5,,1147.5,217869,0.4719,1.687,5.5,10.5,8,3.8,4.19,0.47
13-May-87,2329.68,148619.3,293.98,2163.4,1372064,1180.52,263847,0.4713,1.6693,5.5,10,8,3.8,4.19,0.47
20-May-87,2215.87,78128.7,278.21,2174,1286260,1207.83,384339,0.473,1.6835,5.5,10,8.25,3.8,4.19,0.47
27-May-87,2295.81,76480.8,288.73,2145.7,,1213.7,283074,0.4724,1.625,5.5,10,8.25,3.8,4.19,0.47
3-Jun-87,2320.69,82096.8,293.47,2235.4,1138541,1239.45,287101,0.4729,1.643,5.5,10,8.25,3.72,4.19,0.82
10-Jun-87,2353.61,81817.3,297.47,2256.1,952498,1224.37,304013,0.4739,1.659,5.5,10,8.25,3.72,4.19,0.82
17-Jun-87,2407.35,95810.3,304.81,2320.4,1208745,1236.6,224783,0.4715,1.63,5.5,10,8.25,3.72,4.19,0.82
24-Jun-87,2428.41,123454.4,306.86,2284,1100942,1252.4,301439,0.4734,1.6245,5.5,10,8.25,3.72,4.19,0.82
1-Jul-87,2409.76,90062,302.94,2269.8,747810,1261.18,249316,0.4722,1.6175,5.5,10,8.25,3.9,4.41,1.29
8-Jul-87,2463.97,89139.1,308.29,2356.9,922917,1333.44,271424,0.471,1.6182,5.5,10,8.25,3.9,4.41,1.29
15-Jul-87,2483.74,110777.3,310.42,2419.2,896211,1380.71,402967,0.4735,1.637,5.5,10,8.25,3.9,4.41,1.29
22-Jul-87,2470.18,88005.7,308.47,2344.5,916374,1385.87,330440,0.4726,1.5975,5.5,10,8.25,3.9,4.41,1.29
29-Jul-87,2539.54,103960.2,315.65,2383.1,906046,1383.1,240181,0.4738,1.6005,5.5,10,8.25,3.9,4.41,1.29
5-Aug-87,2566.65,114184.3,318.45,2317.4,1017784,1407.22,197347,0.4738,1.58,5.5,10,8.25,4.29,4.4,1.4
12-Aug-87,2669.32,127206.4,332.39,2286.1,1113746,1491.2,239084,0.4753,1.5795,5.5,11,8.25,4.29,4.4,1.4
19-Aug-87,2665.82,121448,329.83,2197.6,807119,1432.9,169970,0.4756,1.6225,5.5,11,8.25,4.29,4.4,1.4
26-Aug-87,2701.85,115512.3,334.57,2249.6,785891,1505.4,169667,0.4745,1.618,5.5,11,8.25,4.29,4.4,1.4
2-Sep-87,2602.04,107492.1,321.68,2249.5,,1426.31,158351,0.4763,1.6545,5.5,11,8.25,4.3,4.17,1.05
9-Sep-87,2549.27,93254.3,313.92,2249.1,673157,1464.17,145329,0.4795,1.646,5.5,11,8.75,4.3,4.17,1.05
16-Sep-87,2530.19,97978.8,314.86,2279.8,653346,1434.2,81673,0.4782,1.646,5.5,11,8.75,4.3,4.17,1.05
23-Sep-87,2585.67,98991.3,321.19,2352.4,835210,1366.78,109501,0.4782,1.6435,5.5,11,8.75,4.3,4.17,1.05
30-Sep-87,2596.28,100969.7,321.83,2366,791544,1398.28,103819,0.4789,1.6255,5.5,11,8.75,4.3,4.17,1.05
7-Oct-87,2551.08,109174.6,318.54,2359.8,850038,1449,93595,0.4769,1.643,5.5,11,9.25,4.48,4.47,0.81
14-Oct-87,2412.7,117129.5,305.23,2322.9,834269,1430.78,88875,0.478,1.658,5.5,11,9.25,4.48,4.47,0.81
21-Oct-87,2027.85,336789,258.38,1943.8,1428338,967.95,171456,0.4785,1.649,5.5,11,9.25,4.48,4.47,0.81
28-Oct-87,1846.82,194088.4,233.28,1658.4,1472120,812.9,336556,0.4818,1.725,5.5,10.5,9,4.48,4.47,0.81
4-Nov-87,1945.29,148497.6,248.96,1608.1,1114507,857.5,,0.4863,1.753,5.5,10.5,9,4.53,4.13,1.4
11-Nov-87,1899.2,116488.4,241.9,1639.3,1085586,780.8,156963,0.4895,1.7865,5.5,10,8.75,4.53,4.13,1.4
18-Nov-87,1939.16,103978.9,245.55,1663.7,967805,836.6,124694,0.4892,1.7735,5.5,10,8.75,4.53,4.13,1.4
25-Nov-87,1946.95,62855.2,244.1,1664.1,676088,822.7,77695,0.491,1.7935,5.5,10,8.75,4.53,4.13,1.4
2-Dec-87,1848.97,75609.4,233.45,1590.3,582559,782.4,84406,0.4931,1.8125,5.5,10,8.75,4.4,3.71,1.52
9-Dec-87,1902.52,109912.4,238.89,1639.3,729708,728.3,125505,0.4926,1.8045,5.5,9.5,8.75,4.4,3.71,1.52
16-Dec-87,1974.47,121294.3,248.08,1689.8,729845,763.26,100822,0.5006,1.836,5.5,9.5,8.75,4.4,3.71,1.52
23-Dec-87,2005.64,129055.9,253.16,1771.4,782288,833.15,143902,0.5,1.826,5.5,9.5,8.75,4.4,3.71,1.52
30-Dec-87,1950.1,47004.7,247.86,1759.8,,823.58,139114,0.5019,1.8575,5.5,9.5,8.75,4.4,3.71,1.52
6-Jan-88,2037.8,82235.4,258.89,1787.1,,906,,0.4938,1.8095,5.5,9.5,8.75,4.04,3.3,0.7
13-Jan-88,1924.73,120514.6,245.81,1733.4,719355,853.9,,0.4941,1.822,5.5,9.5,8.75,4.04,3.3,0.7
20-Jan-88,1879.14,108146.5,242.63,1752.8,696592,924,192928,0.4944,1.797,5.5,9.5,8.75,4.04,3.3,0.7
27-Jan-88,1911.14,55904.9,249.38,1765.2,600774,897.3,123093,0.4954,1.783,5.5,9.5,8.75,4.04,3.3,0.7
3-Feb-88,1924.57,122242,252.21,1766.3,707820,895.5,108628,0.4954,1.762,5.5,10,8.625,3.91,3.29,2.21
10-Feb-88,1962.04,130958.8,256.66,1718.5,623374,857.74,90183,0.4959,1.76,5.5,10,8.5,3.91,3.29,2.21
17-Feb-88,2000.99,76869.3,259.21,1748.1,515784,886.58,78752,0.4963,1.7535,5.5,10,8.5,3.91,3.29,2.21
24-Feb-88,2039.95,112223.3,264.43,1760.1,562510,892.3,77568,0.4964,1.764,5.5,10,8.5,3.91,3.29,2.21
2-Mar-88,2071.29,107323.4,267.98,1808.7,732639,892.2,81156,0.4969,1.7685,5.5,10,8.5,3.89,3.48,1.87
9-Mar-88,2074.27,86773.8,269.06,1815.3,793827,932.3,,0.4968,1.8482,5.5,10,8.5,3.89,3.48,1.87
16-Mar-88,2064.32,76976.2,268.85,1825.7,874942,946.5,,0.4964,1.849,5.5,10,8.5,3.89,3.48,1.87
23-Mar-88,2067.64,101352.4,268.91,1832.2,635885,961.5,163436,0.4961,1.8378,5.5,9.5,8.5,3.89,3.48,1.87
30-Mar-88,1978.12,83300.9,258.07,1756.9,673133,930,130940,0.4988,1.8815,5.5,9.5,8.5,3.89,3.48,1.87
6-Apr-88,2061.67,62455,265.49,1745,,935,67745,0.4993,1.872,5.5,9.5,8.5,3.87,3.93,1.51
13-Apr-88,2107.1,99292.6,271.57,1810.4,638508,955.4,114749,0.4982,1.8382,5.5,9,8.5,3.87,3.93,1.51
20-Apr-88,1985.41,120993.2,256.13,1786.8,691199,938.4,,0.4995,1.893,5.5,9,8.5,3.87,3.93,1.51
27-Apr-88,2047.16,96796.6,263.8,1806.7,689337,956.9,93835,0.4991,1.875,5.5,9,8.5,3.87,3.93,1.51
4-May-88,2036.31,84812.8,260.32,1794.7,,972.68,,0.4988,1.8657,5.5,9,8.5,3.91,4.22,1.63
11-May-88,1965.85,108665.3,253.31,1756.8,724533,966.31,114762,0.4993,1.8816,5.5,9,9,3.91,4.22,1.63
18-May-88,1951.09,76741.6,251.35,1777.6,679089,975.01,122143,0.4966,1.8665,5.5,8.5,9,3.91,4.22,1.63
25-May-88,1961.37,84150.1,253.76,1787.9,742796,969.42,119520,0.4959,1.8637,5.5,8.5,9,3.91,4.22,1.63
1-Jun-88,2064.01,119872.9,266.69,1805.7,,1006.44,226405,0.4953,1.813,5.5,8.5,9,3.93,4.61,1.39
8-Jun-88,2102.95,64471,271.52,1828.2,739193,1040.51,260239,0.4959,1.8095,5.5,9.5,9,3.93,4.61,1.39
15-Jun-88,2131.4,113909.5,274.45,1869.3,737466,1066.4,265743,0.4938,1.786,5.5,9.5,9,3.93,4.61,1.39
22-Jun-88,2152.2,118719.6,275.66,1879.3,678509,1071.99,279871,0.4918,1.769,5.5,10,9,3.93,4.61,1.39
29-Jun-88,2121.98,86612.3,270.98,1855.1,736985,1085.38,292567,0.4885,1.714,5.5,10.5,9,3.93,4.61,1.39
6-Jul-88,2130.16,76866.6,272.02,1870,650217,1091.92,259717,0.4882,1.7145,5.5,11,9,4.15,4.81,1.61
13-Jul-88,2104.37,76771.4,269.32,1871.3,623130,1109.19,158736,0.4883,1.6942,5.5,11,9,4.15,4.81,1.61
20-Jul-88,2110.6,81823.9,270,1867.2,607715,1145.54,223245,0.4894,1.7093,5.5,11.5,9.5,4.15,4.81,1.61
27-Jul-88,2053.7,67118.9,262.5,1840.8,485984,1136.31,195625,0.4914,1.7405,5.5,11.5,9.5,4.15,4.81,1.61
3-Aug-88,2134.07,94097.4,272.98,1865.1,640500,1170.2,,0.4886,1.7122,5.25,11.5,9.5,4.01,5.68,1.5
10-Aug-88,2034.14,74660.4,261.9,1839.9,620715,1147.96,,0.489,1.6965,5.25,12,9.5,4.01,5.68,1.5
17-Aug-88,2025.96,93550.7,260.77,1830.9,567640,1120.27,,0.4904,1.692,5.25,12,10,4.01,5.68,1.5
24-Aug-88,2026.67,72996.4,261.13,1819.2,459913,1065.03,189002,0.4907,1.6855,5.25,12,10,4.01,5.68,1.5
31-Aug-88,2031.65,59983.4,261.52,1753.6,,1036.59,177588,0.4891,1.6855,5.25,13,10,4.01,5.68,1.5
7-Sep-88,2065.79,61024.9,265.87,1756.1,510849,1063.2,150541,0.4907,1.708,5.25,13,10,4.19,5.86,1.5
14-Sep-88,2100.64,80782.3,269.31,1765.1,592183,1067.52,92050,0.4889,1.6793,5.25,13,10,4.19,5.86,1.5
21-Sep-88,2090.5,86354.6,270.16,1796.8,632284,1046.53,,0.4906,1.6738,5.25,13,10,4.19,5.86,1.5
28-Sep-88,2085.53,63826.3,269.08,1812.5,622412,1030.3,68160,0.4901,1.69,5.25,13,10,4.19,5.86,1.5
5-Oct-88,2106.51,88431.6,271.86,1826.3,745923,993.18,,0.4906,1.6965,5.25,13,10,4.27,6.41,1.5
12-Oct-88,2126.24,76395.6,273.98,1814.3,791608,1004.18,87016,0.4917,1.733,5.25,13,10,4.27,6.41,1.5
19-Oct-88,2137.27,85349.6,276.97,1862.5,783943,1019.16,80436,0.4957,1.7501,5.25,13,10,4.27,6.41,1.5
26-Oct-88,2165.18,105562.6,281.38,1850.7,720088,1043.22,121555,0.499,1.761,5.25,13,10,4.27,6.41,1.5
2-Nov-88,2156.83,95671.3,279.06,1843.2,691919,1030.12,88797,0.4997,1.7875,5.25,13,10,4.2,6.38,1.38
9-Nov-88,2118.24,88751.3,273.33,1825.7,684161,1026.46,66269,0.5083,1.7974,5.25,13,10,4.2,6.38,1.38
16-Nov-88,2038.58,83264.1,263.82,1807.3,770824,998.55,,0.5141,1.83,5.25,13,10,4.2,6.38,1.38
23-Nov-88,2092.28,68154.9,269,1837.1,665781,1008.24,78859,0.5147,1.837,5.25,13,10,4.2,6.38,1.38
30-Nov-88,2114.51,52327.9,273.7,1792.4,713718,1005.49,63933,0.5136,1.8505,5.25,14,10.5,4.2,6.38,1.38
7-Dec-88,2153.63,81050.3,278.13,1771.7,708852,998.99,67115,0.5138,1.84,5.25,14,10.5,4.42,6.78,1.49
14-Dec-88,2134.25,40148.4,275.31,1756.1,705570,1001.3,93099,0.5157,1.8315,5.25,14,10.5,4.42,6.78,1.49
21-Dec-88,2164.64,90948.3,277.38,1772.6,662663,1014.41,,0.5134,1.8065,5.25,14,10.5,4.42,6.78,1.49
28-Dec-88,2166.43,40395.4,277.08,1787.7,,1046.93,,0.5138,1.7885,5.25,14,10.5,4.42,6.78,1.49
4-Jan-89,2177.68,56375.5,279.43,1793,,1030.69,,0.5154,1.8095,5.25,14,10.5,4.67,7.45,1.61
11-Jan-89,2206.43,84702.8,282.01,1834.1,827544,1085.59,,0.5154,1.7835,5.25,14,10.5,4.67,7.45,1.61
18-Jan-89,2238.75,85364.1,286.53,1892.1,810922,1094.41,260751,0.5138,1.7523,5.25,14,10.5,4.67,7.45,1.61
25-Jan-89,2265.89,110296.3,289.14,1939,1215822,1101.39,,0.5161,1.77,5.25,14,10.5,4.67,7.45,1.61
1-Feb-89,2338.21,159378.6,297.09,2039.7,1453243,1137.01,354839,0.517,1.7545,5.25,14,10.5,4.83,7.81,0.91
8-Feb-89,2343.21,107189.9,298.65,2096.2,900311,1151.8,,0.5194,1.743,5.25,14,10.5,4.83,7.81,0.91
15-Feb-89,2303.93,68959.7,294.24,2047.5,766774,1122.56,325944,0.5198,1.7747,5.25,14,11,4.83,7.81,0.91
22-Feb-89,2283.93,75430.2,290.91,2033.7,727437,1138.75,218873,0.5193,1.7457,5.5,14,11,4.83,7.81,0.91
1-Mar-89,2243.04,86761.1,287.11,2021.3,762465,1105.77,284743,0.5174,1.7225,5.5,14,11.5,4.98,7.88,1.26
8-Mar-89,2295.54,86416.4,294.08,2083.3,756846,1136.96,240108,0.5169,1.7208,5.5,14,11.5,4.98,7.88,1.26
15-Mar-89,2320.54,87770,296.67,2121.2,735320,1179.91,381056,0.5165,1.72,5.5,14,11.5,4.98,7.88,1.26
22-Mar-89,2263.21,114795.1,290.49,2048.6,758135,1183.44,,0.5155,1.725,5.5,14,11.5,4.98,7.88,1.26
29-Mar-89,2281.52,64852.8,292.35,2071.7,,1194.63,,0.5112,1.6865,5.5,14,11.5,4.98,7.88,1.26
5-Apr-89,2304.8,81694.3,296.24,2078.2,722728,1191.26,413917,0.5128,1.701,5.5,14,11.5,5.12,8.03,1.95
12-Apr-89,2319.65,76014.4,298.99,2033,673990,1219.02,591104,0.5105,1.691,5.5,14,11.5,5.12,8.03,1.95
19-Apr-89,2386.91,74382.4,307.15,2087,732658,1256.85,,0.5137,1.711,5.5,14,11.5,5.12,8.03,1.95
26-Apr-89,2389.1,84661.3,306.93,2093.4,630097,1250.31,503145,0.5142,1.69,5.5,14,11.5,5.12,8.03,1.95
3-May-89,2393.7,102384.7,308.16,2105.7,,1284.87,499124,0.512,1.682,5.5,14,11.5,5.36,8.29,2.4
10-May-89,2374.45,81991.4,305.8,2117,660882,1280.67,642726,0.5109,1.676,5.5,14,11.5,5.36,8.29,2.4
17-May-89,2462.43,109680.5,317.48,2155.8,668874,1310.02,501592,0.508,1.615,5.5,14,11.5,5.36,8.29,2.4
24-May-89,2483.87,137783.1,319.14,2132.7,931858,1280.57,441351,0.512,1.568,5.5,15,11.5,5.36,8.29,2.4
31-May-89,2480.15,72688.4,320.52,2114.4,,1279.24,314669,0.512,1.574,5.5,15,11.5,5.36,8.29,2.4
7-Jun-89,2512.32,169988.3,326.95,2117.9,770320,1226.74,,0.5133,1.5785,5.5,15,11,5.17,8.26,2.86
14-Jun-89,2503.36,98271.6,323.83,2133.6,760110,1298.47,429337,0.5081,1.5135,5.5,15,11,5.17,8.26,2.86
21-Jun-89,2464.91,106016.4,320.48,2172.2,685598,1302.3,362749,0.5102,1.5565,5.5,15,11,5.17,8.26,2.86
28-Jun-89,2504.74,56332.4,325.81,2209.4,791270,1308.44,446718,0.5104,1.56,5.5,15,11,5.17,8.26,2.86
5-Jul-89,2456.56,61996.5,320.64,2162.9,595064,1305.01,608847,0.5096,1.624,5.5,15,11,4.98,8.25,2.38
12-Jul-89,2532.63,75098.1,329.81,2256.7,983915,1353.73,673978,0.5115,1.6245,5.5,15,10.75,4.98,8.25,2.38
19-Jul-89,2584.41,88012.6,335.73,2292.5,1061694,1369.02,,0.5102,1.6135,5.5,15,10.75,4.98,8.25,2.38
26-Jul-89,2613.05,114240.6,338.05,2264.5,672812,1370.35,658838,0.5109,1.6565,5.5,15,10.75,4.98,8.25,2.38
2-Aug-89,2657.44,118852,344.34,2307.8,765004,1362.27,522120,0.514,1.6575,5.5,15,10.5,4.71,7.32,2.61
9-Aug-89,2686.08,110018.5,346.94,2360.4,995609,1361.76,,0.5122,1.625,5.5,15,10.5,4.71,7.32,2.61
16-Aug-89,2693.29,99911,345.66,2345.8,823911,1377.3,607014,0.5115,1.581,5.5,15,10.5,4.71,7.32,2.61
23-Aug-89,2678.11,87419.3,344.7,2382.4,752057,1376.74,545487,0.5091,1.573,5.5,15,10.5,4.71,7.32,2.61
30-Aug-89,2728.15,90447.8,350.65,2381.3,,1350.21,365811,0.5089,1.577,5.5,15,10.5,4.71,7.32,2.61
6-Sep-89,2719.79,75296.9,349.24,2390.8,723134,1396.68,472864,0.5062,1.5505,5.5,15,10.5,4.34,7.56,2.5
13-Sep-89,2679.52,95036.4,345.46,2401.5,723866,1420.52,486393,0.505,1.56,5.5,15,10.5,4.34,7.56,2.5
20-Sep-89,2683.89,94165.3,346.47,2369.8,741175,1394.97,352273,0.5053,1.5825,5.5,15,10.5,4.34,7.56,2.5
