,DJI,DJV,S&P,FTSE,FTV,STI,STIV,SG/D,P/D,SGPRIME,UKPRIME,USPRIME,USINF,UKINF,SGINF
19-Jul-95,4628.87,176577.4,550.98,3405.3,1277738,2145.89,864713,0.7153,1.5995,6,7.75,8.75,2.76,3.54,1.44
26-Jul-95,4707.06,187050.6,561.61,3454.3,1189193,2153.29,1151873,0.7156,1.595,6,7.75,8.75,2.76,3.54,1.44
2-Aug-95,4690.15,158136.1,558.8,3499.9,1437309,2152.98,748437,0.7153,1.601,6,7.75,8.75,2.62,3.59,1.34
9-Aug-95,4671.49,116912.3,559.71,3468.3,1361997,2090.28,,0.7158,1.5993,6,7.75,8.75,2.62,3.59,1.34
16-Aug-95,4639.08,137054,559.97,3465.1,1313148,2053.23,1014543,0.7032,1.5435,6,7.75,8.75,2.62,3.59,1.34
23-Aug-95,4584.85,153152.2,557.14,3515.9,1299389,2106.52,1022674,0.702,1.5428,6,7.75,8.75,2.62,3.59,1.34
30-Aug-95,4604.57,122736.9,560.92,3504,,2127.25,1855908,0.7015,1.546,6,7.75,8.75,2.62,3.59,1.34
6-Sep-95,4683.81,95772.7,570.17,3557.7,1394372,2125.47,,0.7013,1.551,6,7.75,8.75,2.54,3.86,1.34
13-Sep-95,4765.52,154875.3,578.77,3570.8,1470489,2126.4,1035323,0.696,1.5485,6,7.75,8.75,2.54,3.86,1.34
20-Sep-95,4792.69,215421,586.77,3561.5,1661276,2109.7,876870,0.6931,1.5515,6,7.75,8.75,2.54,3.86,1.34
27-Sep-95,4762.35,188052.9,581.04,3485,1438980,2112.5,1348164,0.6997,1.5785,6,7.75,8.75,2.54,3.86,1.34
4-Oct-95,4740.67,160178.6,581.47,3544.1,1478922,2127.72,741435,0.6982,1.5822,6,7.75,8.75,2.81,3.17,1.05
11-Oct-95,4735.25,156390.5,579.46,3474.3,1898910,2128.96,664237,0.702,1.572,6,7.75,8.75,2.81,3.17,1.05
18-Oct-95,4777.52,152561.6,587.44,3593,1587979,2104.89,541755,0.7015,1.5683,6,7.75,8.75,2.81,3.17,1.05
25-Oct-95,4753.68,161137.8,582.47,3537.8,1456864,2104.58,,0.7062,1.58,6,7.75,8.75,2.81,3.17,1.05
1-Nov-95,4766.68,147299.9,584.22,3518.7,1253581,2100.54,382104,0.7065,1.579,6,7.75,8.75,2.61,3.1,0.86
8-Nov-95,4852.67,132455.5,591.71,3537.1,2028699,2101.48,558050,0.7065,1.5794,6,7.75,8.75,2.61,3.1,0.86
15-Nov-95,4922.75,146917.3,593.96,3571.4,1361776,2067.16,782388,0.708,1.5605,6,7.75,8.75,2.61,3.1,0.86
22-Nov-95,5041.61,166487.6,598.4,3632.4,1958957,2107.22,713707,0.7067,1.5625,6,7.75,8.75,2.61,3.1,0.86
29-Nov-95,5105.56,100184.9,607.64,3655.5,1729267,2110.17,688481,0.7078,1.5335,6,7.75,8.75,2.61,3.1,0.86
6-Dec-95,5199.13,144135.8,620.18,3662.8,1857513,2154.43,904259,0.7075,1.5425,6,7.75,8.75,2.54,3.22,0.86
13-Dec-95,5216.47,135699.7,621.69,3662.4,2039778,2172.05,757946,0.706,1.5343,6,7.75,8.75,2.54,3.22,0.86
20-Dec-95,5059.32,214717.2,605.94,3613.7,2210462,2227.17,1280839,0.707,1.5407,6,7.5,8.5,2.54,3.22,0.86
27-Dec-95,5105.92,90672.4,614.53,3676.4,,2271.35,,0.7068,1.5595,6,7.5,8.5,2.54,3.22,0.86
3-Jan-96,5194.07,127693.6,621.32,3715.6,,2306.21,,0.7053,1.552,6,7.5,8.5,2.73,2.88,0.86
10-Jan-96,5032.94,181001.6,598.48,3671.5,1503523,2362.11,1976679,0.7031,1.547,6,7.5,8.5,2.73,2.88,0.86
17-Jan-96,5066.9,175256.6,606.37,3704.2,1737839,2390.06,1433587,0.7064,1.5207,6,7.5,8.5,2.73,2.88,0.86
24-Jan-96,5242.84,221585.3,619.96,3758.2,1707784,2410.25,1280192,0.7037,1.5109,6,7.5,8.5,2.73,2.88,0.86
31-Jan-96,5395.3,188542.1,636.02,3759.3,2080538,2449.15,1178692,0.7041,1.5132,6,7.25,8.5,2.73,2.88,0.86
7-Feb-96,5492.12,177123.6,649.93,3726.1,1826318,2491.93,1142560,0.7075,1.5373,6,7.25,8.25,2.65,2.72,1.62
14-Feb-96,5579.55,212674.9,655.58,3745,1710019,2401.79,673737,0.7074,1.5425,6,7.25,8.25,2.65,2.72,1.62
21-Feb-96,5515.97,150249.9,648.1,3725.6,1756506,2453.88,,0.7148,1.544,6,7.25,8.25,2.65,2.72,1.62
28-Feb-96,5506.21,189262.8,644.75,3738.2,1584419,2438.59,600182,0.7077,1.533,6,7.25,8.25,2.65,2.72,1.62
6-Mar-96,5629.77,176481.5,652,3758.9,1536282,2429.74,531875,0.7085,1.5297,6,7.25,8.25,2.84,2.71,1.43
13-Mar-96,5568.72,199090.8,638.55,3640.3,1770202,2300.73,658253,0.7109,1.524,6,7,8.25,2.84,2.71,1.43
20-Mar-96,5655.42,254227.6,649.98,3685.4,1968968,2383.96,428116,0.7085,1.5393,6,7,8.25,2.84,2.71,1.43
27-Mar-96,5626.88,160084.5,648.91,3672.4,1803568,2399.65,558943,0.709,1.5195,6,7,8.25,2.84,2.71,1.43
3-Apr-96,5689.74,157271.6,655.88,3725.1,1922419,2381.1,402900,0.7118,1.5256,6,7,8.25,2.9,2.42,1.14
10-Apr-96,5485.98,150025.8,633.5,3767.4,,2389.98,,0.7096,1.5146,6,7,8.25,2.9,2.42,1.14
17-Apr-96,5549.93,209809,641.61,3805.6,1684256,2403.85,597231,0.7096,1.51,6,7,8.25,2.9,2.42,1.14
24-Apr-96,5553.9,175700.4,650.17,3817.6,1730732,2381.18,674687,0.7093,1.5153,6,7,8.25,2.9,2.42,1.14
1-May-96,5575.22,163957.1,654.58,3806,1661802,2415.66,,0.711,1.4925,6,7,8.25,2.89,2.21,1.23
8-May-96,5474.06,197585.6,644.77,3707.3,,2371.83,599867,0.7116,1.5243,6,7,8.25,2.89,2.21,1.23
15-May-96,5625.44,177015.3,665.42,3776.2,1709172,2321.5,555917,0.71,1.5137,6,7,8.25,2.89,2.21,1.23
22-May-96,5778,199696.8,678.42,3764.2,1871524,2313.02,481110,0.7096,1.509,6,7,8.25,2.89,2.21,1.23
29-May-96,5673.83,134018,667.93,3775.7,,2334.42,609086,0.7082,1.5307,6,7,8.25,2.89,2.21,1.23
5-Jun-96,5697.48,145799.1,678.44,3753.4,,2326.81,,0.7095,1.5485,6,7,8.25,2.75,2.14,1.13
12-Jun-96,5668.29,162635.2,669.04,3769.2,1508992,2289.24,376715,0.7096,1.5344,6,6.75,8.25,2.75,2.14,1.13
19-Jun-96,5648.35,136945.1,661.96,3753.2,1841379,2291.93,328615,0.7106,1.5443,6,6.75,8.25,2.75,2.14,1.13
26-Jun-96,5682.7,198143.2,664.39,3695.5,1647262,2284.96,319165,0.7086,1.5406,6,6.75,8.25,2.75,2.14,1.13
3-Jul-96,5703.02,154308.4,672.4,3714.1,1549219,2271.56,469753,0.7076,1.563,6,6.75,8.25,2.95,2.21,1.33
10-Jul-96,5603.65,112213.2,656.06,3765.8,1488971,2230.42,362716,0.7074,1.5525,6,6.75,8.25,2.95,2.21,1.33
17-Jul-96,5376.88,237617.3,634.07,3658.2,1479172,2204.03,515505,0.7049,1.5455,6,6.75,8.25,2.95,2.21,1.33
24-Jul-96,5354.69,197717.7,626.65,3668.8,1275677,2137.13,456523,0.7055,1.5523,6,6.75,8.25,2.95,2.21,1.33
31-Jul-96,5528.91,148648.8,639.95,3703.2,1473277,2111.76,420485,0.7072,1.5561,6,6.75,8.25,2.95,2.21,1.33
7-Aug-96,5718.67,152461.3,664.16,3811.1,1688623,2134.51,382678,0.7057,1.5431,6,6.75,8.25,2.88,2.13,1.42
14-Aug-96,5666.88,159748.1,662.05,3830.3,1192160,2097.5,,0.7077,1.5493,6,6.75,8.25,2.88,2.13,1.42
21-Aug-96,5689.82,128356.4,665.07,3872.1,1306820,2155.6,654656,0.7081,1.5508,6,6.75,8.25,2.88,2.13,1.42
28-Aug-96,5712.38,126366.8,664.81,3918.7,,2159.88,388344,0.7112,1.5595,6,6.75,8.25,2.88,2.13,1.42
4-Sep-96,5656.9,106037.9,655.61,3872.7,1356124,2094.48,365033,0.7105,1.5673,6,6.75,8.25,3,2.12,1.52
11-Sep-96,5754.92,137057.9,667.28,3905.6,1361759,2102.96,370402,0.7097,1.5551,6,6.75,8.25,3,2.12,1.52
18-Sep-96,5877.36,170919.7,681.47,3955.7,1451874,2182.31,578736,0.7102,1.5616,6,6.75,8.25,3,2.12,1.52
25-Sep-96,5877.36,189373.3,685.83,3935.7,1565461,2165.19,440451,0.7099,1.5613,6,6.75,8.25,3,2.12,1.52
2-Oct-96,5933.97,163334.4,694.01,4015.1,1580188,2162.89,347435,0.7092,1.5653,6,6.75,8.25,2.99,2.67,1.42
9-Oct-96,5930.62,173160.4,696.74,4009.3,1588198,2135.46,377086,0.7095,1.5655,6,6.75,8.25,2.99,2.67,1.42
16-Oct-96,6020.81,150257.9,704.41,4024.4,1801845,2071.26,336119,0.7075,1.5845,6,6.75,8.25,2.99,2.67,1.42
23-Oct-96,6036.46,183147,707.27,4028.4,1594306,2046.45,641783,0.7062,1.5975,6,6.75,8.25,2.99,2.67,1.42
30-Oct-96,5993.23,153363.4,700.9,3963.9,1560002,2084.02,440961,0.71,1.6327,6,7,8.25,2.99,2.67,1.42
6-Nov-96,6177.71,197949.1,724.59,3935.7,1633511,2080.45,440804,0.7097,1.6415,6,7,8.25,3.26,2.74,1.51
13-Nov-96,6274.24,188694.1,731.13,3926.9,1801477,2146.48,,0.7136,1.6604,6,7,8.25,3.26,2.74,1.51
20-Nov-96,6430.02,196557.9,743.95,3962.8,1923005,2194.28,755907,0.7133,1.6812,6,7,8.25,3.26,2.74,1.51
27-Nov-96,6499.34,183162.6,755,4049.2,1818641,2220.36,823543,0.7136,1.677,6,7,8.25,3.26,2.74,1.51
4-Dec-96,6422.94,126729,745.1,4045.2,1413468,2194.36,610579,0.713,1.6436,6,7,8.25,3.32,2.46,1.99
11-Dec-96,6402.52,202711.4,740.73,3982.5,2047916,2192.45,541184,0.7151,1.6528,6,7,8.25,3.32,2.46,1.99
18-Dec-96,6346.77,209607.1,731.54,4018.2,1724724,2195.78,336105,0.7143,1.6747,6,7,8.25,3.32,2.46,1.99
25-Dec-96,6522.85,154225.1,751.03,4092.5,,2187.14,,0.7156,1.6727,6,7,8.25,3.32,2.46,1.99
1-Jan-97,6448.27,100119.6,740.74,4118.5,,2216.79,,0.7145,1.7125,6,7,8.25,3.04,2.8,1.98
8-Jan-97,6549.48,237089.6,748.41,4087.5,,2243.26,,0.7116,1.688,6,7,8.25,3.04,2.8,1.98
15-Jan-97,6726.88,209291.7,767.2,4158.9,2282255,2221.15,862152,0.7117,1.6845,6,7,8.25,3.04,2.8,1.98
22-Jan-97,6850.03,226503.1,786.23,4219.1,2269487,2240.01,1622917,0.71,1.6353,6,7,8.25,3.04,2.8,1.98
29-Jan-97,6740.74,250680.1,772.5,4207.5,1935176,2220.12,1346078,0.7107,1.62,6,7,8.25,3.04,2.8,1.98
5-Feb-97,6746.9,200916.3,778.28,4281.5,1810246,2195.78,1060204,0.7075,1.6403,6,7,8.25,3.03,2.72,1.59
12-Feb-97,6961.63,211850.6,802.77,4304.3,2193054,2224.64,,0.7051,1.6305,6,7,8.25,3.03,2.72,1.59
19-Feb-97,7020.13,156760,812.49,4357.4,2057185,2246.99,2356639,0.7005,1.6153,6,7,8.25,3.03,2.72,1.59
26-Feb-97,6983.18,198944.6,805.68,4329.3,2078022,2216.07,2431562,0.7006,1.634,6,7,8.25,3.03,2.72,1.59
5-Mar-97,6945.85,231441.4,801.99,4360.1,1869229,2192.53,1740316,0.7005,1.6143,6,7,8.25,2.76,2.57,1.6
12-Mar-97,7039.37,190063.6,804.26,4422.5,2093801,2177.39,1109860,0.6976,1.5985,6,7,8.25,2.76,2.57,1.6
19-Mar-97,6877.68,227809.4,785.77,4332.2,2110165,2120.56,931191,0.6943,1.598,6,7,8.25,2.76,2.57,1.6
26-Mar-97,6880.7,265866.2,790.5,4301.5,2262737,2111.6,750530,0.6898,1.6291,6,7,8.5,2.76,2.57,1.6
2-Apr-97,6517.01,213873,750.11,4236.6,,2089.81,,0.6942,1.644,6,7,8.5,2.5,2.42,1.88
9-Apr-97,6563.84,227356.6,760.6,4292.3,1735229,2103.2,680374,0.6934,1.62,6,7,8.5,2.5,2.42,1.88
16-Apr-97,6679.87,255700.1,763.53,4294.6,1640282,2040.19,699128,0.6942,1.6248,6,7,8.5,2.5,2.42,1.88
23-Apr-97,6812.72,256436.5,773.64,4387.7,1531636,2034.8,,0.6925,1.623,6,7,8.5,2.5,2.42,1.88
30-Apr-97,7008.99,257364.4,801.34,4436,1815830,2004.26,498803,0.6909,1.6245,6,7,8.5,2.5,2.42,1.88
7-May-97,7085.65,260652.1,815.62,4537.5,,2068.13,,0.6917,1.6135,6,7.25,8.5,2.23,2.62,1.59
14-May-97,7286.16,257549.4,836.04,4686.9,2374766,2098.26,688547,0.698,1.647,6,7.25,8.5,2.23,2.62,1.59
21-May-97,7290.69,258607.6,839.35,4642,2081735,2053.99,,0.6988,1.645,6,7.25,8.5,2.23,2.62,1.59
28-May-97,7357.23,180029.4,847.21,4677.5,,2064.36,652078,0.6994,1.6407,6,7.25,8.5,2.23,2.62,1.59
4-Jun-97,7269.66,221122.8,840.11,4557.1,1793738,2047.89,532802,0.6989,1.6332,6,7.25,8.5,2.3,2.94,1.68
11-Jun-97,7575.83,241106.9,869.57,4724.8,1720441,1993.49,458585,0.7047,1.638,6,7.5,8.5,2.3,2.94,1.68
18-Jun-97,7718.71,277024,889.06,4657,1799658,1985.14,472376,0.7015,1.6383,6,7.5,8.5,2.3,2.94,1.68
25-Jun-97,7689.98,300650.6,888.99,4640,2184141,2023.86,575820,0.7006,1.6633,6,7.5,8.5,2.3,2.94,1.68
2-Jul-97,7795.38,241415.2,904.03,4751.4,1620898,1968.91,436072,0.6993,1.6755,6,7.5,8.5,2.23,3.35,2.06
9-Jul-97,7842.43,208284.4,907.54,4762.4,2089760,1982.97,729138,0.6949,1.6885,6,7.5,8.5,2.23,3.35,2.06
16-Jul-97,8038.88,288862.4,936.59,4964.2,2139957,1917.89,606326,0.6906,1.6787,6,7.75,8.5,2.23,3.35,2.06
23-Jul-97,8088.36,349271.9,936.56,4874.5,2482056,1974.69,790469,0.6811,1.6795,6,7.75,8.5,2.23,3.35,2.06
30-Jul-97,8254.89,265837.3,952.29,4927.3,1703952,1966.41,1002162,0.6828,1.629,6,7.75,8.5,2.23,3.35,2.06
6-Aug-97,8259.31,238686.9,960.32,5026.2,1865925,1958.62,652913,0.6796,1.6022,6,7.75,8.5,2.23,3.53,2.33
13-Aug-97,7928.32,311358.6,922.02,5003.6,2153911,1875.38,675693,0.6642,1.5835,6,8,8.5,2.23,3.53,2.33
20-Aug-97,8021.23,294172,939.35,4958.4,1604724,1943.92,808827,0.6642,1.5935,6,8,8.5,2.23,3.53,2.33
27-Aug-97,7787.33,235525.4,913.7,4906.9,,1915.96,640640,0.6631,1.6135,6,8,8.5,2.23,3.53,2.33
3-Sep-97,7894.64,201019,927.86,4976.9,1678965,1820.18,1329786,0.6595,1.5855,6,8,8.5,2.15,3.58,2.43
10-Sep-97,7719.28,252311.9,919.03,4905.2,1353070,1944.63,1761125,0.6637,1.5866,6,8,8.5,2.15,3.58,2.43
17-Sep-97,7886.44,324456.4,943,5013.1,1508575,1910.24,700406,0.659,1.6015,6,8,8.5,2.15,3.58,2.43
24-Sep-97,7906.71,322410.8,944.48,5077.2,1785861,1900.51,896063,0.6616,1.6138,6,8,8.5,2.15,3.58,2.43
1-Oct-97,8015.5,258314.8,955.41,5317.1,2322030,1941.74,709699,0.6519,1.6154,6,8,8.5,2.08,3.71,2.52
8-Oct-97,8095.06,285736.5,973.84,5262.1,1802505,1882.03,764499,0.6421,1.622,6,8,8.5,2.08,3.71,2.52
15-Oct-97,8057.98,222467.5,965.72,5263.7,1743132,1855.03,665060,0.646,1.6233,6,8,8.5,2.08,3.71,2.52
22-Oct-97,8034.65,368754.9,968.49,5148.8,1577651,1731.68,795255,0.6294,1.6318,6,8,8.5,2.08,3.71,2.52
29-Oct-97,7506.67,526225.9,919.16,4871.8,2080760,1541.39,1142100,0.6337,1.672,6,8,8.5,2.08,3.71,2.52
5-Nov-97,7692.57,327807.4,942.76,4908.3,1618972,1700.02,,0.6355,1.6815,6,8,8.5,1.83,3.7,2.33
12-Nov-97,7401.32,283961.9,905.96,4720.4,1753256,1685.79,516164,0.6335,1.7045,6,8.25,8.5,1.83,3.7,2.33
19-Nov-97,7724.74,302411.6,944.59,4830.1,1723221,1680.97,724425,0.6242,1.691,6,8.25,8.5,1.83,3.7,2.33
26-Nov-97,7794.78,281556.2,951.64,4891.2,1712428,1653.55,1101207,0.627,1.6736,6,8.25,8.5,1.83,3.7,2.33
3-Dec-97,8032.01,197124.8,976.77,4970.7,1539287,1696.29,760126,0.6187,1.684,6.5,8.25,8.5,1.7,3.63,2.04
10-Dec-97,7978.79,285417.6,969.79,5130.7,2076554,1703.52,1022770,0.6179,1.6504,6.5,8.25,8.5,1.7,3.63,2.04
17-Dec-97,7957.41,287515.3,965.54,5190.8,1917372,1569.51,824329,0.5945,1.6512,6.5,8.25,8.5,1.7,3.63,2.04
24-Dec-97,7660.13,277206.9,932.7,5013.9,1523467,1572.96,610332,0.5997,1.669,6.5,8.25,8.5,1.7,3.63,2.04
31-Dec-97,7908.25,128875.3,970.43,5135.5,,1529.84,,0.5944,1.6508,6.5,8.25,8.5,1.7,3.63,2.04
7-Jan-98,7902.27,108027.2,964,5224.1,,1368.06,,0.578,1.6256,7,8.25,8.5,1.57,3.3,1.2
14-Jan-98,7784.69,251655,957.94,5106.9,2124039,1243.27,1637464,0.5752,1.6295,7,8.25,8.5,1.57,3.3,1.2
21-Jan-98,7794.4,266966.8,970.81,5272.3,2329996,1311.4,2114127,0.5703,1.6312,7.5,8.25,8.5,1.57,3.3,1.2
28-Jan-98,7915.47,330055.2,977.46,5372.6,2078356,1259.92,,0.5812,1.6425,7.5,8.25,8.5,1.57,3.3,1.2
4-Feb-98,8129.71,311322.4,1006.9,5595.8,2222231,1425.23,,0.5997,1.657,7.5,8.25,8.5,1.44,3.42,0.92
11-Feb-98,8314.55,272570.7,1020.01,5607.9,1962180,1621.25,,0.6126,1.6325,7.5,8.25,8.5,1.44,3.42,0.92
18-Feb-98,8451.06,214036.3,1032.08,5723.4,1874985,1538.98,2557088,0.607,1.638,7.5,8.25,8.5,1.44,3.42,0.92
25-Feb-98,8457.78,260440.4,1042.9,5745.1,2022236,1583.22,2307048,0.6122,1.6427,7.5,8.25,8.5,1.44,3.42,0.92
4-Mar-98,8539.24,268707.3,1047.33,5733.1,2276569,1571.49,1801658,0.6103,1.6467,7.5,8.25,8.5,1.37,3.47,1.02
11-Mar-98,8675.75,275300.3,1068.47,5829.8,2104216,1577.84,1520724,0.6107,1.6483,7.5,8.25,8.5,1.37,3.47,1.02
18-Mar-98,8775.4,245421.2,1085.52,5903.6,2129138,1645.3,1105523,0.6227,1.6718,7.5,8.25,8.5,1.37,3.47,1.02
25-Mar-98,8872.8,291552.7,1101.93,5967.8,2292911,1667.22,2140572,0.626,1.6742,7,8.25,8.5,1.37,3.47,1.02
1-Apr-98,8868.32,295541.3,1108.15,6017.6,2218886,1600.12,1067838,0.616,1.6715,7,8.25,8.5,1.44,4.03,0.65
8-Apr-98,8891.48,362971.6,1101.65,6055.2,2438303,1573.09,,0.6268,1.6763,7,8.25,8.5,1.44,4.03,0.65
15-Apr-98,9162.27,248190.9,1119.32,6074.1,,1543.94,,0.6266,1.6855,7,8.25,8.5,1.44,4.03,0.65
22-Apr-98,9176.72,310648.2,1130.54,5931.1,1836987,1475.52,848064,0.6303,1.6717,7,8.25,8.5,1.44,4.03,0.65
29-Apr-98,8951.52,327814.6,1094.63,5833.1,1900615,,727496,0.6293,1.6697,7,8.25,8.5,1.44,4.03,0.65
6-May-98,9054.65,202646.7,1104.92,5992.4,,,,0.6177,1.6585,7,8.25,8.5,1.69,4.21,
13-May-98,9211.84,217022.6,1118.86,5972.9,1723846,,,0.6024,1.632,7,8.25,8.5,1.69,4.21,
20-May-98,9171.48,308997.2,1119.06,5907.4,1932274,,795735,0.6064,1.633,7.5,8.25,8.5,1.69,4.21,
27-May-98,8936.57,203052.1,1092.23,5870.2,,,860466,0.5997,1.6313,7.5,8.25,8.5,1.69,4.21,
3-Jun-98,8803.8,254195.6,1082.73,5898.4,1915571,,680176,0.5963,1.6393,7.5,8.25,8.5,,,
10-Jun-98,8971.7,261027.4,1112.28,5987.4,1840887,,449295,0.5732,1.6295,7.5,8.5,8.5,,,
